Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card	confidency
226	Spectrogram 1	1	858.669500000	858.691200000	22890.000	26286.000	Nyctalus leisleri	0.48	0.524	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
227	Waveform 1	1	887.751500000	887.765000000	24609.000	29036.000	Nyctalus leisleri	0.504	0.617	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
227	Spectrogram 1	1	887.751500000	887.765000000	24609.000	29036.000	Nyctalus leisleri	0.504	0.617	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
228	Waveform 1	1	890.756500000	890.769700000	26328.000	31939.000	Nyctalus leisleri	0.287	0.581	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
228	Spectrogram 1	1	890.756500000	890.769700000	26328.000	31939.000	Nyctalus leisleri	0.287	0.581	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
229	Waveform 1	1	891.007500000	891.020200000	25468.000	31943.000	Nyctalus leisleri	0.219	0.504	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
229	Spectrogram 1	1	891.007500000	891.020200000	25468.000	31943.000	Nyctalus leisleri	0.219	0.504	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
230	Waveform 1	1	891.343500000	891.355700000	25468.000	31674.000	Nyctalus leisleri	0.26	0.541	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
230	Spectrogram 1	1	891.343500000	891.355700000	25468.000	31674.000	Nyctalus leisleri	0.26	0.541	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
231	Waveform 1	1	891.964500000	891.975000000	25468.000	31364.000	Nyctalus leisleri	0.32	0.635	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
231	Spectrogram 1	1	891.964500000	891.975000000	25468.000	31364.000	Nyctalus leisleri	0.32	0.635	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
232	Waveform 1	1	892.346500000	892.360300000	25468.000	30320.000	Nyctalus leisleri	0.337	0.531	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
232	Spectrogram 1	1	892.346500000	892.360300000	25468.000	30320.000	Nyctalus leisleri	0.337	0.531	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
233	Waveform 1	1	892.708500000	892.723600000	25468.000	30341.000	Nyctalus leisleri	0.318	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
233	Spectrogram 1	1	892.708500000	892.723600000	25468.000	30341.000	Nyctalus leisleri	0.318	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
234	Waveform 1	1	892.830500000	892.841800000	26328.000	33422.000	Eptesicus serotinus	0.27	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
234	Spectrogram 1	1	892.830500000	892.841800000	26328.000	33422.000	Eptesicus serotinus	0.27	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
235	Waveform 1	1	893.001500000	893.019000000	25468.000	35064.000	Eptesicus serotinus	0.412	0.55	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
235	Spectrogram 1	1	893.001500000	893.019000000	25468.000	35064.000	Eptesicus serotinus	0.412	0.55	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
236	Waveform 1	1	893.238500000	893.252800000	25468.000	33870.000	Eptesicus serotinus	0.366	0.628	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
236	Spectrogram 1	1	893.238500000	893.252800000	25468.000	33870.000	Eptesicus serotinus	0.366	0.628	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
237	Waveform 1	1	893.582500000	893.597400000	24609.000	32854.000	Eptesicus serotinus	0.319	0.543	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
237	Spectrogram 1	1	893.582500000	893.597400000	24609.000	32854.000	Eptesicus serotinus	0.319	0.543	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
238	Waveform 1	1	893.848500000	893.866100000	23750.000	33267.000	Eptesicus serotinus	0.319	0.512	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
238	Spectrogram 1	1	893.848500000	893.866100000	23750.000	33267.000	Eptesicus serotinus	0.319	0.512	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
239	Waveform 1	1	893.955500000	893.965500000	27187.000	35424.000	Eptesicus serotinus	0.353	0.589	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
239	Spectrogram 1	1	893.955500000	893.965500000	27187.000	35424.000	Eptesicus serotinus	0.353	0.589	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
240	Waveform 1	1	894.165500000	894.176200000	27187.000	37200.000	Eptesicus serotinus	0.279	0.611	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
240	Spectrogram 1	1	894.165500000	894.176200000	27187.000	37200.000	Eptesicus serotinus	0.279	0.611	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
241	Waveform 1	1	894.441500000	894.457500000	24609.000	31883.000	Nyctalus leisleri	0.281	0.527	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
241	Spectrogram 1	1	894.441500000	894.457500000	24609.000	31883.000	Nyctalus leisleri	0.281	0.527	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
242	Waveform 1	1	894.699500000	894.716200000	23750.000	33622.000	Eptesicus serotinus	0.311	0.519	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
242	Spectrogram 1	1	894.699500000	894.716200000	23750.000	33622.000	Eptesicus serotinus	0.311	0.519	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
243	Waveform 1	1	894.977500000	894.994300000	24609.000	32012.000	Eptesicus serotinus	0.27	0.552	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
243	Spectrogram 1	1	894.977500000	894.994300000	24609.000	32012.000	Eptesicus serotinus	0.27	0.552	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
244	Waveform 1	1	895.230500000	895.248500000	23750.000	33299.000	Eptesicus serotinus	0.3	0.535	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
244	Spectrogram 1	1	895.230500000	895.248500000	23750.000	33299.000	Eptesicus serotinus	0.3	0.535	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
245	Waveform 1	1	895.598500000	895.615600000	24609.000	31720.000	Nyctalus leisleri	0.233	0.549	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
245	Spectrogram 1	1	895.598500000	895.615600000	24609.000	31720.000	Nyctalus leisleri	0.233	0.549	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
246	Waveform 1	1	895.738500000	895.755400000	25468.000	36490.000	Nyctalus leisleri	0.457	0.577	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
246	Spectrogram 1	1	895.738500000	895.755400000	25468.000	36490.000	Nyctalus leisleri	0.457	0.577	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
247	Waveform 1	1	896.455500000	896.471400000	25468.000	38771.000	Nyctalus leisleri	0.277	0.531	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
247	Spectrogram 1	1	896.455500000	896.471400000	25468.000	38771.000	Nyctalus leisleri	0.277	0.531	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
248	Waveform 1	1	896.686500000	896.703100000	24609.000	33822.000	Nyctalus leisleri	0.281	0.552	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
248	Spectrogram 1	1	896.686500000	896.703100000	24609.000	33822.000	Nyctalus leisleri	0.281	0.552	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
249	Waveform 1	1	896.836500000	896.849200000	25468.000	40535.000	Nyctalus leisleri	0.329	0.539	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
249	Spectrogram 1	1	896.836500000	896.849200000	25468.000	40535.000	Nyctalus leisleri	0.329	0.539	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
250	Waveform 1	1	896.987500000	897.002000000	25468.000	44493.000	Eptesicus serotinus	0.357	0.554	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
250	Spectrogram 1	1	896.987500000	897.002000000	25468.000	44493.000	Eptesicus serotinus	0.357	0.554	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
251	Waveform 1	1	898.133500000	898.150400000	23750.000	37394.000	Eptesicus serotinus	0.222	0.555	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
251	Spectrogram 1	1	898.133500000	898.150400000	23750.000	37394.000	Eptesicus serotinus	0.222	0.555	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
252	Waveform 1	1	898.426500000	898.442000000	24609.000	32166.000	Nyctalus leisleri	0.261	0.512	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
252	Spectrogram 1	1	898.426500000	898.442000000	24609.000	32166.000	Nyctalus leisleri	0.261	0.512	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
253	Waveform 1	1	898.733500000	898.750400000	23750.000	35859.000	Nyctalus leisleri	0.235	0.558	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
253	Spectrogram 1	1	898.733500000	898.750400000	23750.000	35859.000	Nyctalus leisleri	0.235	0.558	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
254	Waveform 1	1	899.100500000	899.116800000	24609.000	33180.000	Eptesicus serotinus	0.26	0.545	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
254	Spectrogram 1	1	899.100500000	899.116800000	24609.000	33180.000	Eptesicus serotinus	0.26	0.545	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
255	Waveform 1	1	899.224500000	899.240600000	23750.000	37294.000	Eptesicus serotinus	0.325	0.625	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
255	Spectrogram 1	1	899.224500000	899.240600000	23750.000	37294.000	Eptesicus serotinus	0.325	0.625	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
256	Waveform 1	1	899.401500000	899.415700000	25468.000	41974.000	Nyctalus leisleri	0.422	0.626	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
256	Spectrogram 1	1	899.401500000	899.415700000	25468.000	41974.000	Nyctalus leisleri	0.422	0.626	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
257	Waveform 1	1	899.669500000	899.683600000	25468.000	40494.000	Eptesicus serotinus	0.327	0.637	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
257	Spectrogram 1	1	899.669500000	899.683600000	25468.000	40494.000	Eptesicus serotinus	0.327	0.637	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
258	Waveform 1	1	899.898500000	899.912000000	25468.000	40999.000	Nyctalus leisleri	0.357	0.585	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
258	Spectrogram 1	1	899.898500000	899.912000000	25468.000	40999.000	Nyctalus leisleri	0.357	0.585	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
259	Waveform 1	1	900.158500000	900.172100000	25468.000	39064.000	Eptesicus serotinus	0.453	0.596	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
259	Spectrogram 1	1	900.158500000	900.172100000	25468.000	39064.000	Eptesicus serotinus	0.453	0.596	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
260	Waveform 1	1	900.298500000	900.309900000	26328.000	44348.000	Eptesicus serotinus	0.402	0.666	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
260	Spectrogram 1	1	900.298500000	900.309900000	26328.000	44348.000	Eptesicus serotinus	0.402	0.666	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
261	Waveform 1	1	900.492500000	900.505000000	24609.000	42376.000	Eptesicus serotinus	0.363	0.597	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
261	Spectrogram 1	1	900.492500000	900.505000000	24609.000	42376.000	Eptesicus serotinus	0.363	0.597	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
262	Waveform 1	1	900.663500000	900.674000000	26328.000	39741.000	Eptesicus serotinus	0.438	0.663	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
262	Spectrogram 1	1	900.663500000	900.674000000	26328.000	39741.000	Eptesicus serotinus	0.438	0.663	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
263	Waveform 1	1	900.830500000	900.839800000	26328.000	44270.000	Eptesicus serotinus	0.43	0.712	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
263	Spectrogram 1	1	900.830500000	900.839800000	26328.000	44270.000	Eptesicus serotinus	0.43	0.712	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
264	Waveform 1	1	901.008500000	901.017400000	26328.000	39107.000	Eptesicus serotinus	0.472	0.598	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
264	Spectrogram 1	1	901.008500000	901.017400000	26328.000	39107.000	Eptesicus serotinus	0.472	0.598	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
265	Waveform 1	1	901.165500000	901.173500000	26328.000	37431.000	Eptesicus serotinus	0.514	0.611	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
265	Spectrogram 1	1	901.165500000	901.173500000	26328.000	37431.000	Eptesicus serotinus	0.514	0.611	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
266	Waveform 1	1	901.283500000	901.291700000	27187.000	35453.000	Eptesicus serotinus	0.352	0.509	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
266	Spectrogram 1	1	901.283500000	901.291700000	27187.000	35453.000	Eptesicus serotinus	0.352	0.509	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
267	Waveform 1	1	906.485500000	906.493400000	25468.000	38720.000	Eptesicus serotinus	0.338	0.517	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
267	Spectrogram 1	1	906.485500000	906.493400000	25468.000	38720.000	Eptesicus serotinus	0.338	0.517	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
268	Waveform 1	1	906.606500000	906.612900000	26328.000	39054.000	Eptesicus serotinus	0.533	0.631	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
268	Spectrogram 1	1	906.606500000	906.612900000	26328.000	39054.000	Eptesicus serotinus	0.533	0.631	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
269	Waveform 1	1	906.697500000	906.705100000	26328.000	43773.000	Eptesicus serotinus	0.498	0.584	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
269	Spectrogram 1	1	906.697500000	906.705100000	26328.000	43773.000	Eptesicus serotinus	0.498	0.584	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
270	Waveform 1	1	906.802500000	906.810500000	24609.000	42120.000	Eptesicus serotinus	0.49	0.657	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
270	Spectrogram 1	1	906.802500000	906.810500000	24609.000	42120.000	Eptesicus serotinus	0.49	0.657	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
271	Waveform 1	1	906.952500000	906.960200000	23750.000	34474.000	Eptesicus serotinus	0.324	0.654	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
271	Spectrogram 1	1	906.952500000	906.960200000	23750.000	34474.000	Eptesicus serotinus	0.324	0.654	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
272	Waveform 1	1	907.158500000	907.168000000	24609.000	36523.000	Eptesicus serotinus	0.293	0.664	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
272	Spectrogram 1	1	907.158500000	907.168000000	24609.000	36523.000	Eptesicus serotinus	0.293	0.664	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
273	Waveform 1	1	907.280500000	907.288300000	25468.000	37988.000	Eptesicus serotinus	0.434	0.648	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
273	Spectrogram 1	1	907.280500000	907.288300000	25468.000	37988.000	Eptesicus serotinus	0.434	0.648	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
274	Waveform 1	1	907.509500000	907.518800000	24609.000	41576.000	Eptesicus serotinus	0.346	0.681	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
274	Spectrogram 1	1	907.509500000	907.518800000	24609.000	41576.000	Eptesicus serotinus	0.346	0.681	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
275	Waveform 1	1	907.632500000	907.641200000	25468.000	40533.000	Eptesicus serotinus	0.494	0.666	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
275	Spectrogram 1	1	907.632500000	907.641200000	25468.000	40533.000	Eptesicus serotinus	0.494	0.666	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
276	Waveform 1	1	907.743500000	907.751900000	25468.000	43485.000	Eptesicus serotinus	0.465	0.697	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
276	Spectrogram 1	1	907.743500000	907.751900000	25468.000	43485.000	Eptesicus serotinus	0.465	0.697	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
277	Waveform 1	1	907.847500000	907.855900000	25468.000	45757.000	Eptesicus serotinus	0.472	0.681	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
277	Spectrogram 1	1	907.847500000	907.855900000	25468.000	45757.000	Eptesicus serotinus	0.472	0.681	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
278	Waveform 1	1	908.061500000	908.071900000	24609.000	41264.000	Eptesicus serotinus	0.337	0.657	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
278	Spectrogram 1	1	908.061500000	908.071900000	24609.000	41264.000	Eptesicus serotinus	0.337	0.657	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
279	Waveform 1	1	908.295500000	908.305000000	26328.000	42048.000	Eptesicus serotinus	0.423	0.69	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
279	Spectrogram 1	1	908.295500000	908.305000000	26328.000	42048.000	Eptesicus serotinus	0.423	0.69	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
280	Waveform 1	1	908.426500000	908.435900000	26328.000	43631.000	Eptesicus serotinus	0.447	0.666	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
280	Spectrogram 1	1	908.426500000	908.435900000	26328.000	43631.000	Eptesicus serotinus	0.447	0.666	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
281	Waveform 1	1	908.640500000	908.651500000	25468.000	47178.000	Eptesicus serotinus	0.531	0.715	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
281	Spectrogram 1	1	908.640500000	908.651500000	25468.000	47178.000	Eptesicus serotinus	0.531	0.715	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
282	Waveform 1	1	908.858500000	908.870000000	24609.000	48255.000	Eptesicus serotinus	0.517	0.693	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
282	Spectrogram 1	1	908.858500000	908.870000000	24609.000	48255.000	Eptesicus serotinus	0.517	0.693	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
283	Waveform 1	1	908.988500000	909.000400000	25468.000	48403.000	Eptesicus serotinus	0.475	0.676	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_005/20220730_103000.WAV	Central Pond	recover-20220801	UBNA_005	
