Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	detection_confidence	Annotation	input_file
127	Waveform 1	1	1252.459500000	1252.463700000	46093.000	58867.000	0.617	Echolocation	20220826_070000.WAV
127	Spectrogram 1	1	1252.459500000	1252.463700000	46093.000	58867.000	0.617	Echolocation	20220826_070000.WAV
128	Waveform 1	1	1252.546500000	1252.550600000	46093.000	60223.000	0.65	Echolocation	20220826_070000.WAV
128	Spectrogram 1	1	1252.546500000	1252.550600000	46093.000	60223.000	0.65	Echolocation	20220826_070000.WAV
129	Waveform 1	1	1252.637500000	1252.641800000	47812.000	58705.000	0.584	Echolocation	20220826_070000.WAV
129	Spectrogram 1	1	1252.637500000	1252.641800000	47812.000	58705.000	0.584	Echolocation	20220826_070000.WAV
130	Waveform 1	1	1252.728500000	1252.735200000	45234.000	63174.000	0.568	Echolocation	20220826_070000.WAV
130	Spectrogram 1	1	1252.728500000	1252.735200000	45234.000	63174.000	0.568	Echolocation	20220826_070000.WAV
131	Waveform 1	1	1252.783500000	1252.802700000	24609.000	29107.000	0.538	Echolocation	20220826_070000.WAV
131	Spectrogram 1	1	1252.783500000	1252.802700000	24609.000	29107.000	0.538	Echolocation	20220826_070000.WAV
132	Waveform 1	1	1252.821500000	1252.828200000	46953.000	60225.000	0.575	Echolocation	20220826_070000.WAV
132	Spectrogram 1	1	1252.821500000	1252.828200000	46953.000	60225.000	0.575	Echolocation	20220826_070000.WAV
133	Waveform 1	1	1252.916500000	1252.922400000	46093.000	58592.000	0.5	Echolocation	20220826_070000.WAV
133	Spectrogram 1	1	1252.916500000	1252.922400000	46093.000	58592.000	0.5	Echolocation	20220826_070000.WAV
134	Waveform 1	1	1253.070500000	1253.088900000	24609.000	28449.000	0.505	Echolocation	20220826_070000.WAV
134	Spectrogram 1	1	1253.070500000	1253.088900000	24609.000	28449.000	0.505	Echolocation	20220826_070000.WAV
135	Waveform 1	1	1253.135500000	1253.140900000	46093.000	58398.000	0.517	Echolocation	20220826_070000.WAV
135	Spectrogram 1	1	1253.135500000	1253.140900000	46093.000	58398.000	0.517	Echolocation	20220826_070000.WAV
136	Waveform 1	1	1253.402500000	1253.407100000	47812.000	63453.000	0.61	Echolocation	20220826_070000.WAV
136	Spectrogram 1	1	1253.402500000	1253.407100000	47812.000	63453.000	0.61	Echolocation	20220826_070000.WAV
137	Waveform 1	1	1253.491500000	1253.496300000	49531.000	68540.000	0.544	Echolocation	20220826_070000.WAV
137	Spectrogram 1	1	1253.491500000	1253.496300000	49531.000	68540.000	0.544	Echolocation	20220826_070000.WAV
138	Waveform 1	1	1253.577500000	1253.582000000	47812.000	67225.000	0.71	Echolocation	20220826_070000.WAV
138	Spectrogram 1	1	1253.577500000	1253.582000000	47812.000	67225.000	0.71	Echolocation	20220826_070000.WAV
139	Waveform 1	1	1253.664500000	1253.669600000	45234.000	68693.000	0.676	Echolocation	20220826_070000.WAV
139	Spectrogram 1	1	1253.664500000	1253.669600000	45234.000	68693.000	0.676	Echolocation	20220826_070000.WAV
140	Waveform 1	1	1253.789500000	1253.794400000	46093.000	70085.000	0.698	Echolocation	20220826_070000.WAV
140	Spectrogram 1	1	1253.789500000	1253.794400000	46093.000	70085.000	0.698	Echolocation	20220826_070000.WAV
141	Waveform 1	1	1253.862500000	1253.867700000	45234.000	76420.000	0.538	Echolocation	20220826_070000.WAV
141	Spectrogram 1	1	1253.862500000	1253.867700000	45234.000	76420.000	0.538	Echolocation	20220826_070000.WAV
142	Waveform 1	1	1254.038500000	1254.042300000	44375.000	76678.000	0.519	Echolocation	20220826_070000.WAV
142	Spectrogram 1	1	1254.038500000	1254.042300000	44375.000	76678.000	0.519	Echolocation	20220826_070000.WAV
143	Waveform 1	1	1254.214500000	1254.219400000	43515.000	78493.000	0.518	Echolocation	20220826_070000.WAV
143	Spectrogram 1	1	1254.214500000	1254.219400000	43515.000	78493.000	0.518	Echolocation	20220826_070000.WAV
144	Waveform 1	1	1254.397500000	1254.402700000	46953.000	65363.000	0.605	Echolocation	20220826_070000.WAV
144	Spectrogram 1	1	1254.397500000	1254.402700000	46953.000	65363.000	0.605	Echolocation	20220826_070000.WAV
145	Waveform 1	1	1255.292500000	1255.297100000	43515.000	86516.000	0.547	Echolocation	20220826_070000.WAV
145	Spectrogram 1	1	1255.292500000	1255.297100000	43515.000	86516.000	0.547	Echolocation	20220826_070000.WAV
146	Waveform 1	1	1255.464500000	1255.468300000	44375.000	79680.000	0.516	Echolocation	20220826_070000.WAV
146	Spectrogram 1	1	1255.464500000	1255.468300000	44375.000	79680.000	0.516	Echolocation	20220826_070000.WAV
147	Waveform 1	1	1255.545500000	1255.549900000	43515.000	80894.000	0.538	Echolocation	20220826_070000.WAV
147	Spectrogram 1	1	1255.545500000	1255.549900000	43515.000	80894.000	0.538	Echolocation	20220826_070000.WAV
148	Waveform 1	1	1255.824500000	1255.828700000	41796.000	75511.000	0.638	Echolocation	20220826_070000.WAV
148	Spectrogram 1	1	1255.824500000	1255.828700000	41796.000	75511.000	0.638	Echolocation	20220826_070000.WAV
149	Waveform 1	1	1258.122500000	1258.130200000	44375.000	62001.000	0.556	Echolocation	20220826_070000.WAV
149	Spectrogram 1	1	1258.122500000	1258.130200000	44375.000	62001.000	0.556	Echolocation	20220826_070000.WAV
150	Waveform 1	1	1258.429500000	1258.435200000	43515.000	58980.000	0.569	Echolocation	20220826_070000.WAV
150	Spectrogram 1	1	1258.429500000	1258.435200000	43515.000	58980.000	0.569	Echolocation	20220826_070000.WAV
151	Waveform 1	1	1258.614500000	1258.621100000	44375.000	62179.000	0.649	Echolocation	20220826_070000.WAV
151	Spectrogram 1	1	1258.614500000	1258.621100000	44375.000	62179.000	0.649	Echolocation	20220826_070000.WAV
152	Waveform 1	1	1258.809500000	1258.814900000	44375.000	58223.000	0.607	Echolocation	20220826_070000.WAV
152	Spectrogram 1	1	1258.809500000	1258.814900000	44375.000	58223.000	0.607	Echolocation	20220826_070000.WAV
153	Waveform 1	1	1279.178500000	1279.196500000	25468.000	29144.000	0.515	Echolocation	20220826_070000.WAV
153	Spectrogram 1	1	1279.178500000	1279.196500000	25468.000	29144.000	0.515	Echolocation	20220826_070000.WAV
154	Waveform 1	1	1289.463500000	1289.476000000	26328.000	32492.000	0.517	Echolocation	20220826_070000.WAV
154	Spectrogram 1	1	1289.463500000	1289.476000000	26328.000	32492.000	0.517	Echolocation	20220826_070000.WAV
155	Waveform 1	1	1289.881500000	1289.894900000	25468.000	31424.000	0.595	Echolocation	20220826_070000.WAV
155	Spectrogram 1	1	1289.881500000	1289.894900000	25468.000	31424.000	0.595	Echolocation	20220826_070000.WAV
156	Waveform 1	1	1323.290500000	1323.307700000	24609.000	28809.000	0.504	Echolocation	20220826_070000.WAV
156	Spectrogram 1	1	1323.290500000	1323.307700000	24609.000	28809.000	0.504	Echolocation	20220826_070000.WAV
157	Waveform 1	1	1323.554500000	1323.570100000	25468.000	29932.000	0.607	Echolocation	20220826_070000.WAV
157	Spectrogram 1	1	1323.554500000	1323.570100000	25468.000	29932.000	0.607	Echolocation	20220826_070000.WAV
158	Waveform 1	1	1324.467500000	1324.481700000	25468.000	31766.000	0.578	Echolocation	20220826_070000.WAV
158	Spectrogram 1	1	1324.467500000	1324.481700000	25468.000	31766.000	0.578	Echolocation	20220826_070000.WAV
159	Waveform 1	1	1324.819500000	1324.834000000	25468.000	32863.000	0.616	Echolocation	20220826_070000.WAV
159	Spectrogram 1	1	1324.819500000	1324.834000000	25468.000	32863.000	0.616	Echolocation	20220826_070000.WAV
160	Waveform 1	1	1325.165500000	1325.182300000	25468.000	31913.000	0.586	Echolocation	20220826_070000.WAV
160	Spectrogram 1	1	1325.165500000	1325.182300000	25468.000	31913.000	0.586	Echolocation	20220826_070000.WAV
161	Waveform 1	1	1325.753500000	1325.769000000	25468.000	32558.000	0.536	Echolocation	20220826_070000.WAV
161	Spectrogram 1	1	1325.753500000	1325.769000000	25468.000	32558.000	0.536	Echolocation	20220826_070000.WAV
162	Waveform 1	1	1326.338500000	1326.354100000	26328.000	32395.000	0.566	Echolocation	20220826_070000.WAV
162	Spectrogram 1	1	1326.338500000	1326.354100000	26328.000	32395.000	0.566	Echolocation	20220826_070000.WAV
163	Waveform 1	1	1343.422500000	1343.436900000	25468.000	31993.000	0.575	Echolocation	20220826_070000.WAV
163	Spectrogram 1	1	1343.422500000	1343.436900000	25468.000	31993.000	0.575	Echolocation	20220826_070000.WAV
164	Waveform 1	1	1346.844500000	1346.856800000	27187.000	31730.000	0.521	Echolocation	20220826_070000.WAV
164	Spectrogram 1	1	1346.844500000	1346.856800000	27187.000	31730.000	0.521	Echolocation	20220826_070000.WAV
165	Waveform 1	1	1347.241500000	1347.255000000	26328.000	31551.000	0.517	Echolocation	20220826_070000.WAV
165	Spectrogram 1	1	1347.241500000	1347.255000000	26328.000	31551.000	0.517	Echolocation	20220826_070000.WAV
166	Waveform 1	1	1375.606500000	1375.621600000	25468.000	29352.000	0.505	Echolocation	20220826_070000.WAV
166	Spectrogram 1	1	1375.606500000	1375.621600000	25468.000	29352.000	0.505	Echolocation	20220826_070000.WAV
167	Waveform 1	1	1375.885500000	1375.901100000	24609.000	28649.000	0.525	Echolocation	20220826_070000.WAV
167	Spectrogram 1	1	1375.885500000	1375.901100000	24609.000	28649.000	0.525	Echolocation	20220826_070000.WAV
168	Waveform 1	1	1422.007500000	1422.024800000	25468.000	26749.000	0.544	Echolocation	20220826_070000.WAV
168	Spectrogram 1	1	1422.007500000	1422.024800000	25468.000	26749.000	0.544	Echolocation	20220826_070000.WAV
169	Waveform 1	1	1431.258500000	1431.275300000	25468.000	29691.000	0.514	Echolocation	20220826_070000.WAV
169	Spectrogram 1	1	1431.258500000	1431.275300000	25468.000	29691.000	0.514	Echolocation	20220826_070000.WAV
170	Waveform 1	1	1431.864500000	1431.881100000	25468.000	30018.000	0.505	Echolocation	20220826_070000.WAV
170	Spectrogram 1	1	1431.864500000	1431.881100000	25468.000	30018.000	0.505	Echolocation	20220826_070000.WAV
171	Waveform 1	1	1439.329500000	1439.340900000	25468.000	30682.000	0.605	Echolocation	20220826_070000.WAV
171	Spectrogram 1	1	1439.329500000	1439.340900000	25468.000	30682.000	0.605	Echolocation	20220826_070000.WAV
172	Waveform 1	1	1440.301500000	1440.312300000	26328.000	32081.000	0.636	Echolocation	20220826_070000.WAV
172	Spectrogram 1	1	1440.301500000	1440.312300000	26328.000	32081.000	0.636	Echolocation	20220826_070000.WAV
173	Waveform 1	1	1454.036500000	1454.052600000	25468.000	29700.000	0.514	Echolocation	20220826_070000.WAV
173	Spectrogram 1	1	1454.036500000	1454.052600000	25468.000	29700.000	0.514	Echolocation	20220826_070000.WAV
174	Waveform 1	1	1456.765500000	1456.780900000	26328.000	30686.000	0.5	Echolocation	20220826_070000.WAV
174	Spectrogram 1	1	1456.765500000	1456.780900000	26328.000	30686.000	0.5	Echolocation	20220826_070000.WAV
175	Waveform 1	1	1458.923500000	1458.940300000	25468.000	30397.000	0.541	Echolocation	20220826_070000.WAV
175	Spectrogram 1	1	1458.923500000	1458.940300000	25468.000	30397.000	0.541	Echolocation	20220826_070000.WAV
176	Waveform 1	1	1476.337500000	1476.357200000	24609.000	30258.000	0.517	Echolocation	20220826_070000.WAV
176	Spectrogram 1	1	1476.337500000	1476.357200000	24609.000	30258.000	0.517	Echolocation	20220826_070000.WAV
177	Waveform 1	1	1505.974500000	1505.988000000	26328.000	31619.000	0.52	Echolocation	20220826_070000.WAV
177	Spectrogram 1	1	1505.974500000	1505.988000000	26328.000	31619.000	0.52	Echolocation	20220826_070000.WAV
178	Waveform 1	1	1548.693500000	1548.707600000	25468.000	32224.000	0.537	Echolocation	20220826_070000.WAV
178	Spectrogram 1	1	1548.693500000	1548.707600000	25468.000	32224.000	0.537	Echolocation	20220826_070000.WAV
179	Waveform 1	1	1553.328500000	1553.337300000	46953.000	55199.000	0.555	Echolocation	20220826_070000.WAV
179	Spectrogram 1	1	1553.328500000	1553.337300000	46953.000	55199.000	0.555	Echolocation	20220826_070000.WAV
180	Waveform 1	1	1565.558500000	1565.575500000	24609.000	28409.000	0.532	Echolocation	20220826_070000.WAV
180	Spectrogram 1	1	1565.558500000	1565.575500000	24609.000	28409.000	0.532	Echolocation	20220826_070000.WAV
181	Waveform 1	1	1579.955500000	1579.975500000	24609.000	28655.000	0.527	Echolocation	20220826_070000.WAV
181	Spectrogram 1	1	1579.955500000	1579.975500000	24609.000	28655.000	0.527	Echolocation	20220826_070000.WAV
182	Waveform 1	1	1581.969500000	1581.986200000	25468.000	29750.000	0.51	Echolocation	20220826_070000.WAV
182	Spectrogram 1	1	1581.969500000	1581.986200000	25468.000	29750.000	0.51	Echolocation	20220826_070000.WAV
183	Waveform 1	1	1582.294500000	1582.310800000	25468.000	29257.000	0.509	Echolocation	20220826_070000.WAV
183	Spectrogram 1	1	1582.294500000	1582.310800000	25468.000	29257.000	0.509	Echolocation	20220826_070000.WAV
184	Waveform 1	1	1583.948500000	1583.963500000	25468.000	29990.000	0.553	Echolocation	20220826_070000.WAV
184	Spectrogram 1	1	1583.948500000	1583.963500000	25468.000	29990.000	0.553	Echolocation	20220826_070000.WAV
185	Waveform 1	1	1584.506500000	1584.520400000	25468.000	30926.000	0.503	Echolocation	20220826_070000.WAV
185	Spectrogram 1	1	1584.506500000	1584.520400000	25468.000	30926.000	0.503	Echolocation	20220826_070000.WAV
186	Waveform 1	1	1612.056500000	1612.070300000	25468.000	30035.000	0.549	Echolocation	20220826_070000.WAV
186	Spectrogram 1	1	1612.056500000	1612.070300000	25468.000	30035.000	0.549	Echolocation	20220826_070000.WAV
187	Waveform 1	1	1613.601500000	1613.618100000	24609.000	29227.000	0.503	Echolocation	20220826_070000.WAV
187	Spectrogram 1	1	1613.601500000	1613.618100000	24609.000	29227.000	0.503	Echolocation	20220826_070000.WAV
188	Waveform 1	1	1614.547500000	1614.565100000	24609.000	28454.000	0.551	Echolocation	20220826_070000.WAV
188	Spectrogram 1	1	1614.547500000	1614.565100000	24609.000	28454.000	0.551	Echolocation	20220826_070000.WAV
189	Waveform 1	1	1632.208500000	1632.224400000	25468.000	31228.000	0.531	Echolocation	20220826_070000.WAV
189	Spectrogram 1	1	1632.208500000	1632.224400000	25468.000	31228.000	0.531	Echolocation	20220826_070000.WAV
190	Waveform 1	1	1641.261500000	1641.276600000	24609.000	29742.000	0.589	Echolocation	20220826_070000.WAV
190	Spectrogram 1	1	1641.261500000	1641.276600000	24609.000	29742.000	0.589	Echolocation	20220826_070000.WAV
191	Waveform 1	1	1643.163500000	1643.179400000	25468.000	30785.000	0.592	Echolocation	20220826_070000.WAV
191	Spectrogram 1	1	1643.163500000	1643.179400000	25468.000	30785.000	0.592	Echolocation	20220826_070000.WAV
192	Waveform 1	1	1643.430500000	1643.447400000	24609.000	29249.000	0.547	Echolocation	20220826_070000.WAV
192	Spectrogram 1	1	1643.430500000	1643.447400000	24609.000	29249.000	0.547	Echolocation	20220826_070000.WAV
193	Waveform 1	1	1663.943500000	1663.960300000	25468.000	29951.000	0.598	Echolocation	20220826_070000.WAV
193	Spectrogram 1	1	1663.943500000	1663.960300000	25468.000	29951.000	0.598	Echolocation	20220826_070000.WAV
194	Waveform 1	1	1664.392500000	1664.406500000	24609.000	29224.000	0.515	Echolocation	20220826_070000.WAV
194	Spectrogram 1	1	1664.392500000	1664.406500000	24609.000	29224.000	0.515	Echolocation	20220826_070000.WAV
195	Waveform 1	1	1671.504500000	1671.518400000	24609.000	28522.000	0.519	Echolocation	20220826_070000.WAV
195	Spectrogram 1	1	1671.504500000	1671.518400000	24609.000	28522.000	0.519	Echolocation	20220826_070000.WAV
196	Waveform 1	1	1689.975500000	1689.994800000	24609.000	28376.000	0.514	Echolocation	20220826_070000.WAV
196	Spectrogram 1	1	1689.975500000	1689.994800000	24609.000	28376.000	0.514	Echolocation	20220826_070000.WAV
197	Waveform 1	1	1692.376500000	1692.395200000	24609.000	29425.000	0.531	Echolocation	20220826_070000.WAV
197	Spectrogram 1	1	1692.376500000	1692.395200000	24609.000	29425.000	0.531	Echolocation	20220826_070000.WAV
198	Waveform 1	1	1692.964500000	1692.981200000	24609.000	28225.000	0.556	Echolocation	20220826_070000.WAV
198	Spectrogram 1	1	1692.964500000	1692.981200000	24609.000	28225.000	0.556	Echolocation	20220826_070000.WAV
199	Waveform 1	1	1699.226500000	1699.244600000	24609.000	27829.000	0.531	Echolocation	20220826_070000.WAV
199	Spectrogram 1	1	1699.226500000	1699.244600000	24609.000	27829.000	0.531	Echolocation	20220826_070000.WAV
200	Waveform 1	1	1727.662500000	1727.679600000	25468.000	28993.000	0.547	Echolocation	20220826_070000.WAV
200	Spectrogram 1	1	1727.662500000	1727.679600000	25468.000	28993.000	0.547	Echolocation	20220826_070000.WAV
201	Waveform 1	1	1728.396500000	1728.411500000	25468.000	29581.000	0.5	Echolocation	20220826_070000.WAV
201	Spectrogram 1	1	1728.396500000	1728.411500000	25468.000	29581.000	0.5	Echolocation	20220826_070000.WAV
202	Waveform 1	1	1761.446500000	1761.463500000	24609.000	29085.000	0.52	Echolocation	20220826_070000.WAV
202	Spectrogram 1	1	1761.446500000	1761.463500000	24609.000	29085.000	0.52	Echolocation	20220826_070000.WAV
203	Waveform 1	1	1784.488500000	1784.505600000	25468.000	30434.000	0.565	Echolocation	20220826_070000.WAV
203	Spectrogram 1	1	1784.488500000	1784.505600000	25468.000	30434.000	0.565	Echolocation	20220826_070000.WAV
204	Waveform 1	1	1784.793500000	1784.809200000	24609.000	28249.000	0.512	Echolocation	20220826_070000.WAV
204	Spectrogram 1	1	1784.793500000	1784.809200000	24609.000	28249.000	0.512	Echolocation	20220826_070000.WAV
205	Waveform 1	1	65.093366081	65.135815126	21755.396	26935.252	v		
205	Spectrogram 1	1	65.093366081	65.135815126	21755.396	26935.252	v		
206	Waveform 1	1	65.925367365	65.993285837	22446.043	26935.252	v		
206	Spectrogram 1	1	65.925367365	65.993285837	22446.043	26935.252	v		
207	Waveform 1	1	66.239490299	66.307408771	24172.662	26244.604	v		
207	Spectrogram 1	1	66.239490299	66.307408771	24172.662	26244.604	v		
208	Waveform 1	1	67.023755542	67.091674014	23136.691	26589.928	e		
208	Spectrogram 1	1	67.023755542	67.091674014	23136.691	26589.928	e		
209	Waveform 1	1	67.473715420	67.558613510	22100.719	26935.252	v		
209	Spectrogram 1	1	67.473715420	67.558613510	22100.719	26935.252	v		
210	Waveform 1	1	68.358977205	68.426895677	20719.424	27625.899	e		
210	Spectrogram 1	1	68.358977205	68.426895677	20719.424	27625.899	e		
211	Waveform 1	1	69.657917986	69.751305885	22100.719	27625.899	e		
211	Spectrogram 1	1	69.657917986	69.751305885	22100.719	27625.899	e		
212	Waveform 1	1	171.538192200	171.640069908	22791.367	25899.281	v		
212	Spectrogram 1	1	171.538192200	171.640069908	22791.367	25899.281	v		
213	Waveform 1	1	172.667336800	172.743745081	23136.691	27280.576	e		
213	Spectrogram 1	1	172.667336800	172.743745081	23136.691	27280.576	e		
214	Waveform 1	1	174.263420897	174.365298606	22100.719	26589.928	e		
214	Spectrogram 1	1	174.263420897	174.365298606	22100.719	26589.928	e		
215	Waveform 1	1	174.535094786	174.619992876	22446.043	27625.899	e		
215	Spectrogram 1	1	174.535094786	174.619992876	22446.043	27625.899	e		
216	Waveform 1	1	289.805676697	289.831146124	34877.698	52489.209	e		
216	Spectrogram 1	1	289.805676697	289.831146124	34877.698	52489.209	e		
217	Waveform 1	1	290.601817104	290.627286531	44201.439	51453.237	v		
217	Spectrogram 1	1	290.601817104	290.627286531	44201.439	51453.237	v		
218	Waveform 1	1	292.454938735	292.476163257	38676.259	46618.705	v		
218	Spectrogram 1	1	292.454938735	292.476163257	38676.259	46618.705	v		
219	Waveform 1	1	292.548326634	292.569551157	37294.964	54215.827	v		
219	Spectrogram 1	1	292.548326634	292.569551157	37294.964	54215.827	v		
220	Waveform 1	1	292.637469629	292.654449247	37985.612	46273.381	v		
220	Spectrogram 1	1	292.637469629	292.654449247	37985.612	46273.381	v		
221	Waveform 1	1	292.696898292	292.713877910	36604.317	45582.734	v		
221	Spectrogram 1	1	292.696898292	292.713877910	36604.317	45582.734	v		
222	Waveform 1	1	293.503430150	293.524654672	39366.906	49035.971	v		
222	Spectrogram 1	1	293.503430150	293.524654672	39366.906	49035.971	v		
223	Waveform 1	1	295.564056401	295.585280924	40402.878	51107.914	v		
223	Spectrogram 1	1	295.564056401	295.585280924	40402.878	51107.914	v		
224	Waveform 1	1	390.844588553	390.862598158	43510.791	62503.597	e		
224	Spectrogram 1	1	390.844588553	390.862598158	43510.791	62503.597	e		
225	Waveform 1	1	391.192774242	391.213785448	47654.676	58014.388	e		
225	Spectrogram 1	1	391.192774242	391.213785448	47654.676	58014.388	e		
226	Waveform 1	1	391.243801455	391.267814261	46964.029	58014.388	e		
226	Spectrogram 1	1	391.243801455	391.267814261	46964.029	58014.388	e		
227	Waveform 1	1	391.309836672	391.327846277	46964.029	56633.094	e		
227	Spectrogram 1	1	391.309836672	391.327846277	46964.029	56633.094	e		
228	Waveform 1	1	391.372870288	391.393881494	47309.353	58705.036	e		
228	Spectrogram 1	1	391.372870288	391.393881494	47309.353	58705.036	e		
229	Waveform 1	1	541.521526493	541.581558509	22791.367	25899.281	v		
229	Spectrogram 1	1	541.521526493	541.581558509	22791.367	25899.281	v		
230	Waveform 1	1	629.120792393	629.171819606	22100.719	26244.604	v		
230	Spectrogram 1	1	629.120792393	629.171819606	22100.719	26244.604	v		
231	Waveform 1	1	630.063295034	630.102315844	22791.367	25553.957	v		
231	Spectrogram 1	1	630.063295034	630.102315844	22791.367	25553.957	v		
232	Waveform 1	1	632.028470691	632.068797284	22100.719	25553.957	v		
232	Spectrogram 1	1	632.028470691	632.068797284	22100.719	25553.957	v		
233	Waveform 1	1	975.781756057	975.845429625	24863.309	27280.576	v		
233	Spectrogram 1	1	975.781756057	975.845429625	24863.309	27280.576	v		
234	Waveform 1	1	976.036450328	976.083144277	23136.691	26935.252	v		
234	Spectrogram 1	1	976.036450328	976.083144277	23136.691	26935.252	v		
235	Waveform 1	1	976.261430267	976.295389503	25553.957	27971.223	v		
235	Spectrogram 1	1	976.261430267	976.295389503	25553.957	27971.223	v		
236	Waveform 1	1	976.507634729	976.575553201	25208.633	27625.899	v		
236	Spectrogram 1	1	976.507634729	976.575553201	25208.633	27625.899	v		
237	Waveform 1	1	976.753839191	976.800533140	23827.338	29007.194	e		
237	Spectrogram 1	1	976.753839191	976.800533140	23827.338	29007.194	e		
238	Waveform 1	1	977.017023270	977.050982506	25553.957	27971.223	e		
238	Spectrogram 1	1	977.017023270	977.050982506	25553.957	27971.223	e		
239	Waveform 1	1	977.267472637	977.314166586	24863.309	27280.576	e		
239	Spectrogram 1	1	977.267472637	977.314166586	24863.309	27280.576	e		
240	Waveform 1	1	977.768371369	977.819310223	24172.662	28316.547	e		
240	Spectrogram 1	1	977.768371369	977.819310223	24172.662	28316.547	e		
241	Waveform 1	1	979.282369172	979.346042740	24172.662	26935.252	e		
241	Spectrogram 1	1	979.282369172	979.346042740	24172.662	26935.252	e		
242	Waveform 1	1	980.203513451	980.250207401	23136.691	26935.252	e		
242	Spectrogram 1	1	980.203513451	980.250207401	23136.691	26935.252	e		
243	Waveform 1	1	981.803319584	981.858503343	24517.986	27971.223	e		
243	Spectrogram 1	1	981.803319584	981.858503343	24517.986	27971.223	e		
244	Waveform 1	1	982.070748569	982.096217996	22791.367	27971.223	e		
244	Spectrogram 1	1	982.070748569	982.096217996	22791.367	27971.223	e		
245	Waveform 1	1	982.325442840	982.372136789	24172.662	27625.899	e		
245	Spectrogram 1	1	982.325442840	982.372136789	24172.662	27625.899	e		
246	Waveform 1	1	982.588626919	982.648055583	22446.043	28661.871	e		
246	Spectrogram 1	1	982.588626919	982.648055583	22446.043	28661.871	e		
247	Waveform 1	1	983.030096989	983.064056225	23482.014	27280.576	e		
247	Spectrogram 1	1	983.030096989	983.064056225	23482.014	27280.576	e		
248	Waveform 1	1	984.689827571	984.766235853	24517.986	27280.576	v		
248	Spectrogram 1	1	984.689827571	984.766235853	24517.986	27280.576	v		
249	Waveform 1	1	985.339297962	985.398726625	24517.986	27971.223	e		
249	Spectrogram 1	1	985.339297962	985.398726625	24517.986	27971.223	e		
250	Waveform 1	1	985.607637101	985.650086146	23136.691	26589.928	e		
250	Spectrogram 1	1	985.607637101	985.650086146	23136.691	26589.928	e		
252	Waveform 1	1	985.862331371	985.904780417	23482.014	27280.576	e		
252	Spectrogram 1	1	985.862331371	985.904780417	23482.014	27280.576	e		
253	Waveform 1	1	987.118327321	987.160776366	23482.014	28661.871	v		
253	Spectrogram 1	1	987.118327321	987.160776366	23482.014	28661.871	v		
254	Waveform 1	1	988.035226696	988.081920646	24517.986	29007.194	v		
254	Spectrogram 1	1	988.035226696	988.081920646	24517.986	29007.194	v		
255	Waveform 1	1	988.302655680	988.349349630	24172.662	27625.899	v		
255	Spectrogram 1	1	988.302655680	988.349349630	24172.662	27625.899	v		
256	Waveform 1	1	1212.231212374	1212.246220378	46618.705	62158.273	v		
256	Spectrogram 1	1	1212.231212374	1212.246220378	46618.705	62158.273	v		
257	Waveform 1	1	1212.288242789	1212.303250793	41093.525	58014.388	v		
257	Spectrogram 1	1	1212.288242789	1212.303250793	41093.525	58014.388	v		
258	Waveform 1	1	1212.465337234	1212.483346839	39366.906	60776.978	e		
258	Spectrogram 1	1	1212.465337234	1212.483346839	39366.906	60776.978	e		
259	Waveform 1	1	1212.711468497	1212.729478102	42820.144	61812.950	e		
259	Spectrogram 1	1	1212.711468497	1212.729478102	42820.144	61812.950	e		
260	Waveform 1	1	1212.963602961	1212.972607764	48000.000	64230.216	e		
260	Spectrogram 1	1	1212.963602961	1212.972607764	48000.000	64230.216	e		
261	Waveform 1	1	1213.191724620	1213.203731023	43165.468	61122.302	e		
261	Spectrogram 1	1	1213.191724620	1213.203731023	43165.468	61122.302	e		
262	Waveform 1	1	1213.287775844	1213.299782247	48000.000	58705.036	v		
262	Spectrogram 1	1	1213.287775844	1213.299782247	48000.000	58705.036	v		
263	Waveform 1	1	1213.620953529	1213.635961533	52834.532	61467.626	v		
263	Spectrogram 1	1	1213.620953529	1213.635961533	52834.532	61467.626	v		
264	Waveform 1	1	1213.656972739	1213.674982343	48000.000	61812.950	v		
264	Spectrogram 1	1	1213.656972739	1213.674982343	48000.000	61812.950	v		
265	Waveform 1	1	1213.695993549	1213.704998351	42820.144	61812.950	v		
265	Spectrogram 1	1	1213.695993549	1213.704998351	42820.144	61812.950	v		
266	Waveform 1	1	1214.057347867	1214.156400693	21410.072	44201.439	b		
266	Spectrogram 1	1	1214.057347867	1214.156400693	21410.072	44201.439	b		
267	Waveform 1	1	1214.323200262	1214.332205065	41093.525	56978.417	v		
267	Spectrogram 1	1	1214.323200262	1214.332205065	41093.525	56978.417	v		
268	Waveform 1	1	1214.434259491	1214.449267495	44892.086	60086.331	e		
268	Spectrogram 1	1	1214.434259491	1214.449267495	44892.086	60086.331	e		
269	Waveform 1	1	1214.701401959	1214.713408362	41784.173	70100.719	e		
269	Spectrogram 1	1	1214.701401959	1214.713408362	41784.173	70100.719	e		
270	Waveform 1	1	1214.779443579	1214.797453184	40057.554	87712.230	e		
270	Spectrogram 1	1	1214.779443579	1214.797453184	40057.554	87712.230	e		
271	Waveform 1	1	1214.866490001	1214.878496404	40748.201	88748.201	e		
271	Spectrogram 1	1	1214.866490001	1214.878496404	40748.201	88748.201	e		
272	Waveform 1	1	1214.944531621	1214.959539625	41784.173	63539.568	e		
272	Spectrogram 1	1	1214.944531621	1214.959539625	41784.173	63539.568	e		
