Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	detection_confidence	input_file
127	Waveform 1	1	584.084500000	584.090500000	44375.000	52037.000	Echolocation	0.553	20220826_070000.WAV
127	Spectrogram 1	1	584.084500000	584.090500000	44375.000	52037.000	Echolocation	0.553	20220826_070000.WAV
128	Waveform 1	1	584.362500000	584.369100000	45234.000	52871.000	Echolocation	0.629	20220826_070000.WAV
128	Spectrogram 1	1	584.362500000	584.369100000	45234.000	52871.000	Echolocation	0.629	20220826_070000.WAV
129	Waveform 1	1	649.532500000	649.540500000	39218.000	46401.000	Echolocation	0.539	20220826_070000.WAV
129	Spectrogram 1	1	649.532500000	649.540500000	39218.000	46401.000	Echolocation	0.539	20220826_070000.WAV
130	Waveform 1	1	650.396500000	650.404200000	39218.000	46121.000	Echolocation	0.548	20220826_070000.WAV
130	Spectrogram 1	1	650.396500000	650.404200000	39218.000	46121.000	Echolocation	0.548	20220826_070000.WAV
131	Waveform 1	1	650.508500000	650.516000000	40078.000	50560.000	Echolocation	0.649	20220826_070000.WAV
131	Spectrogram 1	1	650.508500000	650.516000000	40078.000	50560.000	Echolocation	0.649	20220826_070000.WAV
132	Waveform 1	1	650.613500000	650.620800000	40078.000	46674.000	fp	0.55	20220826_070000.WAV
132	Spectrogram 1	1	650.613500000	650.620800000	40078.000	46674.000	fp	0.55	20220826_070000.WAV
133	Waveform 1	1	661.408500000	661.421600000	25468.000	30236.000	Echolocation	0.552	20220826_070000.WAV
133	Spectrogram 1	1	661.408500000	661.421600000	25468.000	30236.000	Echolocation	0.552	20220826_070000.WAV
134	Waveform 1	1	915.740500000	915.746600000	40937.000	55280.000	Echolocation	0.53	20220826_070000.WAV
134	Spectrogram 1	1	915.740500000	915.746600000	40937.000	55280.000	Echolocation	0.53	20220826_070000.WAV
135	Waveform 1	1	915.952500000	915.959700000	39218.000	51061.000	Echolocation	0.567	20220826_070000.WAV
135	Spectrogram 1	1	915.952500000	915.959700000	39218.000	51061.000	Echolocation	0.567	20220826_070000.WAV
136	Waveform 1	1	916.050500000	916.057500000	38359.000	57963.000	Echolocation	0.508	20220826_070000.WAV
136	Spectrogram 1	1	916.050500000	916.057500000	38359.000	57963.000	Echolocation	0.508	20220826_070000.WAV
137	Waveform 1	1	917.341500000	917.347500000	40937.000	57411.000	Echolocation	0.53	20220826_070000.WAV
137	Spectrogram 1	1	917.341500000	917.347500000	40937.000	57411.000	Echolocation	0.53	20220826_070000.WAV
138	Waveform 1	1	918.614500000	918.621400000	43515.000	51416.000	fp	0.63	20220826_070000.WAV
138	Spectrogram 1	1	918.614500000	918.621400000	43515.000	51416.000	fp	0.63	20220826_070000.WAV
139	Waveform 1	1	918.997500000	919.003900000	43515.000	50957.000	Echolocation	0.592	20220826_070000.WAV
139	Spectrogram 1	1	918.997500000	919.003900000	43515.000	50957.000	Echolocation	0.592	20220826_070000.WAV
140	Waveform 1	1	928.928500000	928.933400000	47812.000	61585.000	Echolocation	0.646	20220826_070000.WAV
140	Spectrogram 1	1	928.928500000	928.933400000	47812.000	61585.000	Echolocation	0.646	20220826_070000.WAV
141	Waveform 1	1	929.102500000	929.108500000	47812.000	58855.000	fp	0.553	20220826_070000.WAV
141	Spectrogram 1	1	929.102500000	929.108500000	47812.000	58855.000	fp	0.553	20220826_070000.WAV
142	Waveform 1	1	929.194500000	929.201400000	46093.000	58392.000	Echolocation	0.518	20220826_070000.WAV
142	Spectrogram 1	1	929.194500000	929.201400000	46093.000	58392.000	Echolocation	0.518	20220826_070000.WAV
143	Waveform 1	1	929.473500000	929.479600000	46953.000	57117.000	Echolocation	0.525	20220826_070000.WAV
143	Spectrogram 1	1	929.473500000	929.479600000	46953.000	57117.000	Echolocation	0.525	20220826_070000.WAV
144	Waveform 1	1	929.646500000	929.653900000	45234.000	61428.000	Echolocation	0.56	20220826_070000.WAV
144	Spectrogram 1	1	929.646500000	929.653900000	45234.000	61428.000	Echolocation	0.56	20220826_070000.WAV
145	Waveform 1	1	929.740500000	929.747200000	45234.000	63001.000	Echolocation	0.679	20220826_070000.WAV
145	Spectrogram 1	1	929.740500000	929.747200000	45234.000	63001.000	Echolocation	0.679	20220826_070000.WAV
146	Waveform 1	1	932.925500000	932.929400000	45234.000	60940.000	Echolocation	0.526	20220826_070000.WAV
146	Spectrogram 1	1	932.925500000	932.929400000	45234.000	60940.000	Echolocation	0.526	20220826_070000.WAV
147	Waveform 1	1	933.094500000	933.099400000	45234.000	57706.000	Echolocation	0.53	20220826_070000.WAV
147	Spectrogram 1	1	933.094500000	933.099400000	45234.000	57706.000	Echolocation	0.53	20220826_070000.WAV
148	Waveform 1	1	933.173500000	933.178500000	44375.000	64904.000	Echolocation	0.656	20220826_070000.WAV
148	Spectrogram 1	1	933.173500000	933.178500000	44375.000	64904.000	Echolocation	0.656	20220826_070000.WAV
149	Waveform 1	1	938.885500000	938.890800000	47812.000	57020.000	Echolocation	0.626	20220826_070000.WAV
149	Spectrogram 1	1	938.885500000	938.890800000	47812.000	57020.000	Echolocation	0.626	20220826_070000.WAV
150	Waveform 1	1	938.963500000	938.967800000	48671.000	61469.000	Echolocation	0.652	20220826_070000.WAV
150	Spectrogram 1	1	938.963500000	938.967800000	48671.000	61469.000	Echolocation	0.652	20220826_070000.WAV
151	Waveform 1	1	939.041500000	939.046900000	47812.000	60779.000	Echolocation	0.56	20220826_070000.WAV
151	Spectrogram 1	1	939.041500000	939.046900000	47812.000	60779.000	Echolocation	0.56	20220826_070000.WAV
152	Waveform 1	1	939.123500000	939.129200000	46953.000	58484.000	Echolocation	0.655	20220826_070000.WAV
152	Spectrogram 1	1	939.123500000	939.129200000	46953.000	58484.000	Echolocation	0.655	20220826_070000.WAV
153	Waveform 1	1	939.209500000	939.215300000	46093.000	56512.000	Echolocation	0.654	20220826_070000.WAV
153	Spectrogram 1	1	939.209500000	939.215300000	46093.000	56512.000	Echolocation	0.654	20220826_070000.WAV
154	Waveform 1	1	939.293500000	939.299400000	46953.000	54418.000	Echolocation	0.577	20220826_070000.WAV
154	Spectrogram 1	1	939.293500000	939.299400000	46953.000	54418.000	Echolocation	0.577	20220826_070000.WAV
155	Waveform 1	1	939.376500000	939.382300000	46953.000	59634.000	Echolocation	0.563	20220826_070000.WAV
155	Spectrogram 1	1	939.376500000	939.382300000	46953.000	59634.000	Echolocation	0.563	20220826_070000.WAV
156	Waveform 1	1	939.468500000	939.473700000	46953.000	59401.000	Echolocation	0.607	20220826_070000.WAV
156	Spectrogram 1	1	939.468500000	939.473700000	46953.000	59401.000	Echolocation	0.607	20220826_070000.WAV
157	Waveform 1	1	939.561500000	939.566600000	47812.000	61869.000	Echolocation	0.657	20220826_070000.WAV
157	Spectrogram 1	1	939.561500000	939.566600000	47812.000	61869.000	Echolocation	0.657	20220826_070000.WAV
158	Waveform 1	1	939.654500000	939.660100000	46953.000	55581.000	Echolocation	0.627	20220826_070000.WAV
158	Spectrogram 1	1	939.654500000	939.660100000	46953.000	55581.000	Echolocation	0.627	20220826_070000.WAV
159	Waveform 1	1	939.786500000	939.791800000	46093.000	64206.000	Echolocation	0.634	20220826_070000.WAV
159	Spectrogram 1	1	939.786500000	939.791800000	46093.000	64206.000	Echolocation	0.634	20220826_070000.WAV
160	Waveform 1	1	939.876500000	939.882100000	46093.000	57174.000	Echolocation	0.623	20220826_070000.WAV
160	Spectrogram 1	1	939.876500000	939.882100000	46093.000	57174.000	Echolocation	0.623	20220826_070000.WAV
161	Waveform 1	1	939.966500000	939.972100000	45234.000	61679.000	Echolocation	0.659	20220826_070000.WAV
161	Spectrogram 1	1	939.966500000	939.972100000	45234.000	61679.000	Echolocation	0.659	20220826_070000.WAV
162	Waveform 1	1	940.162500000	940.167600000	42656.000	57301.000	Echolocation	0.653	20220826_070000.WAV
162	Spectrogram 1	1	940.162500000	940.167600000	42656.000	57301.000	Echolocation	0.653	20220826_070000.WAV
163	Waveform 1	1	940.339500000	940.345300000	42656.000	62517.000	Echolocation	0.661	20220826_070000.WAV
163	Spectrogram 1	1	940.339500000	940.345300000	42656.000	62517.000	Echolocation	0.661	20220826_070000.WAV
164	Waveform 1	1	940.434500000	940.441200000	43515.000	56520.000	Echolocation	0.61	20220826_070000.WAV
164	Spectrogram 1	1	940.434500000	940.441200000	43515.000	56520.000	Echolocation	0.61	20220826_070000.WAV
165	Waveform 1	1	940.527500000	940.533100000	43515.000	56909.000	Echolocation	0.608	20220826_070000.WAV
165	Spectrogram 1	1	940.527500000	940.533100000	43515.000	56909.000	Echolocation	0.608	20220826_070000.WAV
166	Waveform 1	1	940.619500000	940.626100000	45234.000	55432.000	Echolocation	0.612	20220826_070000.WAV
166	Spectrogram 1	1	940.619500000	940.626100000	45234.000	55432.000	Echolocation	0.612	20220826_070000.WAV
167	Waveform 1	1	940.713500000	940.718300000	44375.000	56289.000	Echolocation	0.569	20220826_070000.WAV
167	Spectrogram 1	1	940.713500000	940.718300000	44375.000	56289.000	Echolocation	0.569	20220826_070000.WAV
168	Waveform 1	1	940.891500000	940.898800000	45234.000	63842.000	Echolocation	0.576	20220826_070000.WAV
168	Spectrogram 1	1	940.891500000	940.898800000	45234.000	63842.000	Echolocation	0.576	20220826_070000.WAV
169	Waveform 1	1	941.031500000	941.037000000	45234.000	57668.000	Echolocation	0.66	20220826_070000.WAV
169	Spectrogram 1	1	941.031500000	941.037000000	45234.000	57668.000	Echolocation	0.66	20220826_070000.WAV
170	Waveform 1	1	944.565500000	944.570300000	45234.000	56053.000	Echolocation	0.599	20220826_070000.WAV
170	Spectrogram 1	1	944.565500000	944.570300000	45234.000	56053.000	Echolocation	0.599	20220826_070000.WAV
171	Waveform 1	1	946.694500000	946.698600000	47812.000	60771.000	fp	0.547	20220826_070000.WAV
171	Spectrogram 1	1	946.694500000	946.698600000	47812.000	60771.000	fp	0.547	20220826_070000.WAV
172	Waveform 1	1	947.174500000	947.179200000	46093.000	55808.000	Echolocation	0.556	20220826_070000.WAV
172	Spectrogram 1	1	947.174500000	947.179200000	46093.000	55808.000	Echolocation	0.556	20220826_070000.WAV
173	Waveform 1	1	947.266500000	947.273200000	47812.000	56437.000	fp	0.582	20220826_070000.WAV
173	Spectrogram 1	1	947.266500000	947.273200000	47812.000	56437.000	fp	0.582	20220826_070000.WAV
174	Waveform 1	1	947.613500000	947.618700000	49531.000	61467.000	Echolocation	0.617	20220826_070000.WAV
174	Spectrogram 1	1	947.613500000	947.618700000	49531.000	61467.000	Echolocation	0.617	20220826_070000.WAV
175	Waveform 1	1	948.249500000	948.254600000	46953.000	59014.000	Echolocation	0.656	20220826_070000.WAV
175	Spectrogram 1	1	948.249500000	948.254600000	46953.000	59014.000	Echolocation	0.656	20220826_070000.WAV
176	Waveform 1	1	948.322500000	948.327300000	46093.000	60803.000	Echolocation	0.694	20220826_070000.WAV
176	Spectrogram 1	1	948.322500000	948.327300000	46093.000	60803.000	Echolocation	0.694	20220826_070000.WAV
177	Waveform 1	1	948.401500000	948.406200000	46093.000	60335.000	Echolocation	0.635	20220826_070000.WAV
177	Spectrogram 1	1	948.401500000	948.406200000	46093.000	60335.000	Echolocation	0.635	20220826_070000.WAV
178	Waveform 1	1	948.479500000	948.485200000	46093.000	60424.000	Echolocation	0.69	20220826_070000.WAV
178	Spectrogram 1	1	948.479500000	948.485200000	46093.000	60424.000	Echolocation	0.69	20220826_070000.WAV
179	Waveform 1	1	948.555500000	948.561100000	46093.000	66578.000	Echolocation	0.636	20220826_070000.WAV
179	Spectrogram 1	1	948.555500000	948.561100000	46093.000	66578.000	Echolocation	0.636	20220826_070000.WAV
180	Waveform 1	1	948.629500000	948.634000000	46093.000	63088.000	Echolocation	0.615	20220826_070000.WAV
180	Spectrogram 1	1	948.629500000	948.634000000	46093.000	63088.000	Echolocation	0.615	20220826_070000.WAV
181	Waveform 1	1	948.705500000	948.710100000	47812.000	61818.000	Echolocation	0.6	20220826_070000.WAV
181	Spectrogram 1	1	948.705500000	948.710100000	47812.000	61818.000	Echolocation	0.6	20220826_070000.WAV
182	Waveform 1	1	949.360500000	949.365200000	42656.000	61956.000	Echolocation	0.584	20220826_070000.WAV
182	Spectrogram 1	1	949.360500000	949.365200000	42656.000	61956.000	Echolocation	0.584	20220826_070000.WAV
183	Waveform 1	1	949.440500000	949.446300000	44375.000	57495.000	Echolocation	0.603	20220826_070000.WAV
183	Spectrogram 1	1	949.440500000	949.446300000	44375.000	57495.000	Echolocation	0.603	20220826_070000.WAV
184	Waveform 1	1	950.884500000	950.890800000	46953.000	58596.000	Echolocation	0.523	20220826_070000.WAV
184	Spectrogram 1	1	950.884500000	950.890800000	46953.000	58596.000	Echolocation	0.523	20220826_070000.WAV
185	Waveform 1	1	950.969500000	950.976000000	46093.000	62993.000	Echolocation	0.522	20220826_070000.WAV
185	Spectrogram 1	1	950.969500000	950.976000000	46093.000	62993.000	Echolocation	0.522	20220826_070000.WAV
186	Waveform 1	1	951.109500000	951.114500000	45234.000	60289.000	Echolocation	0.655	20220826_070000.WAV
186	Spectrogram 1	1	951.109500000	951.114500000	45234.000	60289.000	Echolocation	0.655	20220826_070000.WAV
187	Waveform 1	1	951.194500000	951.202000000	44375.000	68600.000	Echolocation	0.664	20220826_070000.WAV
187	Spectrogram 1	1	951.194500000	951.202000000	44375.000	68600.000	Echolocation	0.664	20220826_070000.WAV
188	Waveform 1	1	951.283500000	951.290700000	44375.000	68676.000	Echolocation	0.629	20220826_070000.WAV
188	Spectrogram 1	1	951.283500000	951.290700000	44375.000	68676.000	Echolocation	0.629	20220826_070000.WAV
189	Waveform 1	1	951.370500000	951.376100000	45234.000	67320.000	Echolocation	0.573	20220826_070000.WAV
189	Spectrogram 1	1	951.370500000	951.376100000	45234.000	67320.000	Echolocation	0.573	20220826_070000.WAV
190	Waveform 1	1	951.457500000	951.463300000	46093.000	58957.000	Echolocation	0.519	20220826_070000.WAV
190	Spectrogram 1	1	951.457500000	951.463300000	46093.000	58957.000	Echolocation	0.519	20220826_070000.WAV
191	Waveform 1	1	951.554500000	951.559800000	46093.000	61315.000	Echolocation	0.613	20220826_070000.WAV
191	Spectrogram 1	1	951.554500000	951.559800000	46093.000	61315.000	Echolocation	0.613	20220826_070000.WAV
192	Waveform 1	1	951.650500000	951.657400000	45234.000	64625.000	Echolocation	0.595	20220826_070000.WAV
192	Spectrogram 1	1	951.650500000	951.657400000	45234.000	64625.000	Echolocation	0.595	20220826_070000.WAV
193	Waveform 1	1	951.746500000	951.751500000	46953.000	67768.000	Echolocation	0.649	20220826_070000.WAV
193	Spectrogram 1	1	951.746500000	951.751500000	46953.000	67768.000	Echolocation	0.649	20220826_070000.WAV
194	Waveform 1	1	951.840500000	951.845700000	46093.000	64951.000	Echolocation	0.55	20220826_070000.WAV
194	Spectrogram 1	1	951.840500000	951.845700000	46093.000	64951.000	Echolocation	0.55	20220826_070000.WAV
195	Waveform 1	1	952.237500000	952.242400000	49531.000	61725.000	Echolocation	0.647	20220826_070000.WAV
195	Spectrogram 1	1	952.237500000	952.242400000	49531.000	61725.000	Echolocation	0.647	20220826_070000.WAV
196	Waveform 1	1	953.139500000	953.144800000	46953.000	61628.000	Echolocation	0.534	20220826_070000.WAV
196	Spectrogram 1	1	953.139500000	953.144800000	46953.000	61628.000	Echolocation	0.534	20220826_070000.WAV
197	Waveform 1	1	953.490500000	953.495900000	45234.000	63888.000	Echolocation	0.517	20220826_070000.WAV
197	Spectrogram 1	1	953.490500000	953.495900000	45234.000	63888.000	Echolocation	0.517	20220826_070000.WAV
198	Waveform 1	1	953.719500000	953.724100000	46953.000	59685.000	fp	0.512	20220826_070000.WAV
198	Spectrogram 1	1	953.719500000	953.724100000	46953.000	59685.000	fp	0.512	20220826_070000.WAV
199	Waveform 1	1	953.800500000	953.805700000	46093.000	55415.000	Echolocation	0.536	20220826_070000.WAV
199	Spectrogram 1	1	953.800500000	953.805700000	46093.000	55415.000	Echolocation	0.536	20220826_070000.WAV
200	Waveform 1	1	953.885500000	953.890100000	44375.000	57656.000	Echolocation	0.634	20220826_070000.WAV
200	Spectrogram 1	1	953.885500000	953.890100000	44375.000	57656.000	Echolocation	0.634	20220826_070000.WAV
201	Waveform 1	1	953.964500000	953.970000000	44375.000	53430.000	Echolocation	0.625	20220826_070000.WAV
201	Spectrogram 1	1	953.964500000	953.970000000	44375.000	53430.000	Echolocation	0.625	20220826_070000.WAV
202	Waveform 1	1	955.608500000	955.611800000	46093.000	68065.000	Echolocation	0.569	20220826_070000.WAV
202	Spectrogram 1	1	955.608500000	955.611800000	46093.000	68065.000	Echolocation	0.569	20220826_070000.WAV
203	Waveform 1	1	962.283500000	962.289600000	47812.000	56628.000	Echolocation	0.566	20220826_070000.WAV
203	Spectrogram 1	1	962.283500000	962.289600000	47812.000	56628.000	Echolocation	0.566	20220826_070000.WAV
204	Waveform 1	1	963.578500000	963.583100000	47812.000	58749.000	Echolocation	0.532	20220826_070000.WAV
204	Spectrogram 1	1	963.578500000	963.583100000	47812.000	58749.000	Echolocation	0.532	20220826_070000.WAV
205	Waveform 1	1	963.661500000	963.667300000	45234.000	65762.000	Echolocation	0.667	20220826_070000.WAV
205	Spectrogram 1	1	963.661500000	963.667300000	45234.000	65762.000	Echolocation	0.667	20220826_070000.WAV
206	Waveform 1	1	963.749500000	963.754100000	46093.000	63416.000	Echolocation	0.692	20220826_070000.WAV
206	Spectrogram 1	1	963.749500000	963.754100000	46093.000	63416.000	Echolocation	0.692	20220826_070000.WAV
207	Waveform 1	1	963.913500000	963.920200000	45234.000	62196.000	Echolocation	0.703	20220826_070000.WAV
207	Spectrogram 1	1	963.913500000	963.920200000	45234.000	62196.000	Echolocation	0.703	20220826_070000.WAV
208	Waveform 1	1	964.089500000	964.096400000	44375.000	65028.000	Echolocation	0.594	20220826_070000.WAV
208	Spectrogram 1	1	964.089500000	964.096400000	44375.000	65028.000	Echolocation	0.594	20220826_070000.WAV
209	Waveform 1	1	966.025500000	966.031500000	46953.000	58643.000	Echolocation	0.558	20220826_070000.WAV
209	Spectrogram 1	1	966.025500000	966.031500000	46953.000	58643.000	Echolocation	0.558	20220826_070000.WAV
210	Waveform 1	1	966.195500000	966.201100000	46953.000	56875.000	fp	0.542	20220826_070000.WAV
210	Spectrogram 1	1	966.195500000	966.201100000	46953.000	56875.000	fp	0.542	20220826_070000.WAV
211	Waveform 1	1	966.368500000	966.375700000	43515.000	58546.000	Echolocation	0.598	20220826_070000.WAV
211	Spectrogram 1	1	966.368500000	966.375700000	43515.000	58546.000	Echolocation	0.598	20220826_070000.WAV
212	Waveform 1	1	967.161500000	967.169300000	44375.000	55117.000	Echolocation	0.54	20220826_070000.WAV
212	Spectrogram 1	1	967.161500000	967.169300000	44375.000	55117.000	Echolocation	0.54	20220826_070000.WAV
213	Waveform 1	1	967.449500000	967.456500000	43515.000	55758.000	Echolocation	0.58	20220826_070000.WAV
213	Spectrogram 1	1	967.449500000	967.456500000	43515.000	55758.000	Echolocation	0.58	20220826_070000.WAV
214	Waveform 1	1	967.633500000	967.639800000	44375.000	53902.000	fp	0.54	20220826_070000.WAV
214	Spectrogram 1	1	967.633500000	967.639800000	44375.000	53902.000	fp	0.54	20220826_070000.WAV
215	Waveform 1	1	969.393500000	969.400300000	47812.000	62762.000	Echolocation	0.582	20220826_070000.WAV
215	Spectrogram 1	1	969.393500000	969.400300000	47812.000	62762.000	Echolocation	0.582	20220826_070000.WAV
216	Waveform 1	1	969.951500000	969.957500000	46953.000	62239.000	Echolocation	0.561	20220826_070000.WAV
216	Spectrogram 1	1	969.951500000	969.957500000	46953.000	62239.000	Echolocation	0.561	20220826_070000.WAV
217	Waveform 1	1	970.051500000	970.057400000	46093.000	59087.000	Echolocation	0.579	20220826_070000.WAV
217	Spectrogram 1	1	970.051500000	970.057400000	46093.000	59087.000	Echolocation	0.579	20220826_070000.WAV
218	Waveform 1	1	970.367500000	970.372200000	48671.000	62985.000	Echolocation	0.711	20220826_070000.WAV
218	Spectrogram 1	1	970.367500000	970.372200000	48671.000	62985.000	Echolocation	0.711	20220826_070000.WAV
219	Waveform 1	1	970.444500000	970.452000000	46953.000	63129.000	Echolocation	0.718	20220826_070000.WAV
219	Spectrogram 1	1	970.444500000	970.452000000	46953.000	63129.000	Echolocation	0.718	20220826_070000.WAV
220	Waveform 1	1	970.521500000	970.527000000	45234.000	61726.000	Echolocation	0.69	20220826_070000.WAV
220	Spectrogram 1	1	970.521500000	970.527000000	45234.000	61726.000	Echolocation	0.69	20220826_070000.WAV
221	Waveform 1	1	970.598500000	970.603400000	47812.000	61369.000	Echolocation	0.613	20220826_070000.WAV
221	Spectrogram 1	1	970.598500000	970.603400000	47812.000	61369.000	Echolocation	0.613	20220826_070000.WAV
222	Waveform 1	1	971.323500000	971.329100000	46093.000	57344.000	Echolocation	0.512	20220826_070000.WAV
222	Spectrogram 1	1	971.323500000	971.329100000	46093.000	57344.000	Echolocation	0.512	20220826_070000.WAV
223	Waveform 1	1	974.089500000	974.099600000	43515.000	61053.000	Echolocation	0.546	20220826_070000.WAV
223	Spectrogram 1	1	974.089500000	974.099600000	43515.000	61053.000	Echolocation	0.546	20220826_070000.WAV
224	Waveform 1	1	974.337500000	974.346100000	43515.000	61737.000	Echolocation	0.616	20220826_070000.WAV
224	Spectrogram 1	1	974.337500000	974.346100000	43515.000	61737.000	Echolocation	0.616	20220826_070000.WAV
225	Waveform 1	1	974.430500000	974.441300000	43515.000	61680.000	Echolocation	0.647	20220826_070000.WAV
225	Spectrogram 1	1	974.430500000	974.441300000	43515.000	61680.000	Echolocation	0.647	20220826_070000.WAV
226	Waveform 1	1	974.526500000	974.534800000	42656.000	59525.000	Echolocation	0.641	20220826_070000.WAV
226	Spectrogram 1	1	974.526500000	974.534800000	42656.000	59525.000	Echolocation	0.641	20220826_070000.WAV
227	Waveform 1	1	974.635500000	974.643300000	42656.000	58383.000	Echolocation	0.686	20220826_070000.WAV
227	Spectrogram 1	1	974.635500000	974.643300000	42656.000	58383.000	Echolocation	0.686	20220826_070000.WAV
228	Waveform 1	1	974.802500000	974.810600000	42656.000	56261.000	Echolocation	0.589	20220826_070000.WAV
228	Spectrogram 1	1	974.802500000	974.810600000	42656.000	56261.000	Echolocation	0.589	20220826_070000.WAV
229	Waveform 1	1	974.913500000	974.924700000	42656.000	63398.000	Echolocation	0.588	20220826_070000.WAV
229	Spectrogram 1	1	974.913500000	974.924700000	42656.000	63398.000	Echolocation	0.588	20220826_070000.WAV
230	Waveform 1	1	975.025500000	975.035000000	43515.000	57568.000	Echolocation	0.582	20220826_070000.WAV
230	Spectrogram 1	1	975.025500000	975.035000000	43515.000	57568.000	Echolocation	0.582	20220826_070000.WAV
231	Waveform 1	1	975.138500000	975.149100000	42656.000	61574.000	Echolocation	0.655	20220826_070000.WAV
231	Spectrogram 1	1	975.138500000	975.149100000	42656.000	61574.000	Echolocation	0.655	20220826_070000.WAV
232	Waveform 1	1	975.237500000	975.247200000	45234.000	53512.000	Echolocation	0.559	20220826_070000.WAV
232	Spectrogram 1	1	975.237500000	975.247200000	45234.000	53512.000	Echolocation	0.559	20220826_070000.WAV
233	Waveform 1	1	975.338500000	975.347100000	43515.000	60203.000	Echolocation	0.678	20220826_070000.WAV
233	Spectrogram 1	1	975.338500000	975.347100000	43515.000	60203.000	Echolocation	0.678	20220826_070000.WAV
234	Waveform 1	1	975.435500000	975.446100000	45234.000	57120.000	fp	0.59	20220826_070000.WAV
234	Spectrogram 1	1	975.435500000	975.446100000	45234.000	57120.000	fp	0.59	20220826_070000.WAV
235	Waveform 1	1	975.534500000	975.542600000	43515.000	57674.000	Echolocation	0.717	20220826_070000.WAV
235	Spectrogram 1	1	975.534500000	975.542600000	43515.000	57674.000	Echolocation	0.717	20220826_070000.WAV
236	Waveform 1	1	976.004500000	976.010300000	45234.000	55314.000	Echolocation	0.687	20220826_070000.WAV
236	Spectrogram 1	1	976.004500000	976.010300000	45234.000	55314.000	Echolocation	0.687	20220826_070000.WAV
237	Waveform 1	1	976.086500000	976.092300000	45234.000	52984.000	Echolocation	0.575	20220826_070000.WAV
237	Spectrogram 1	1	976.086500000	976.092300000	45234.000	52984.000	Echolocation	0.575	20220826_070000.WAV
238	Waveform 1	1	976.178500000	976.184700000	46953.000	55259.000	Echolocation	0.625	20220826_070000.WAV
238	Spectrogram 1	1	976.178500000	976.184700000	46953.000	55259.000	Echolocation	0.625	20220826_070000.WAV
239	Waveform 1	1	976.269500000	976.274300000	46093.000	60928.000	Echolocation	0.758	20220826_070000.WAV
239	Spectrogram 1	1	976.269500000	976.274300000	46093.000	60928.000	Echolocation	0.758	20220826_070000.WAV
240	Waveform 1	1	976.445500000	976.450500000	46093.000	59342.000	Echolocation	0.692	20220826_070000.WAV
240	Spectrogram 1	1	976.445500000	976.450500000	46093.000	59342.000	Echolocation	0.692	20220826_070000.WAV
241	Waveform 1	1	976.601500000	976.606900000	46093.000	56728.000	Echolocation	0.651	20220826_070000.WAV
241	Spectrogram 1	1	976.601500000	976.606900000	46093.000	56728.000	Echolocation	0.651	20220826_070000.WAV
242	Waveform 1	1	978.772500000	978.778800000	45234.000	51901.000	Echolocation	0.534	20220826_070000.WAV
242	Spectrogram 1	1	978.772500000	978.778800000	45234.000	51901.000	Echolocation	0.534	20220826_070000.WAV
243	Waveform 1	1	979.254500000	979.261200000	44375.000	51895.000	Echolocation	0.633	20220826_070000.WAV
243	Spectrogram 1	1	979.254500000	979.261200000	44375.000	51895.000	Echolocation	0.633	20220826_070000.WAV
244	Waveform 1	1	982.042500000	982.048300000	46093.000	55917.000	Echolocation	0.611	20220826_070000.WAV
244	Spectrogram 1	1	982.042500000	982.048300000	46093.000	55917.000	Echolocation	0.611	20220826_070000.WAV
245	Waveform 1	1	982.310500000	982.317200000	46093.000	54023.000	Echolocation	0.547	20220826_070000.WAV
245	Spectrogram 1	1	982.310500000	982.317200000	46093.000	54023.000	Echolocation	0.547	20220826_070000.WAV
246	Waveform 1	1	982.872500000	982.881700000	45234.000	57313.000	fp	0.538	20220826_070000.WAV
246	Spectrogram 1	1	982.872500000	982.881700000	45234.000	57313.000	fp	0.538	20220826_070000.WAV
247	Waveform 1	1	982.972500000	982.981900000	45234.000	56332.000	Echolocation	0.664	20220826_070000.WAV
247	Spectrogram 1	1	982.972500000	982.981900000	45234.000	56332.000	Echolocation	0.664	20220826_070000.WAV
248	Waveform 1	1	983.071500000	983.079400000	43515.000	55674.000	Echolocation	0.535	20220826_070000.WAV
248	Spectrogram 1	1	983.071500000	983.079400000	43515.000	55674.000	Echolocation	0.535	20220826_070000.WAV
249	Waveform 1	1	983.162500000	983.169100000	45234.000	55589.000	Echolocation	0.605	20220826_070000.WAV
249	Spectrogram 1	1	983.162500000	983.169100000	45234.000	55589.000	Echolocation	0.605	20220826_070000.WAV
250	Waveform 1	1	983.257500000	983.264000000	45234.000	53544.000	Echolocation	0.658	20220826_070000.WAV
250	Spectrogram 1	1	983.257500000	983.264000000	45234.000	53544.000	Echolocation	0.658	20220826_070000.WAV
251	Waveform 1	1	983.352500000	983.358100000	46093.000	57618.000	Echolocation	0.645	20220826_070000.WAV
251	Spectrogram 1	1	983.352500000	983.358100000	46093.000	57618.000	Echolocation	0.645	20220826_070000.WAV
252	Waveform 1	1	997.967500000	997.974900000	46953.000	53803.000	Echolocation	0.627	20220826_070000.WAV
252	Spectrogram 1	1	997.967500000	997.974900000	46953.000	53803.000	Echolocation	0.627	20220826_070000.WAV
253	Waveform 1	1	998.150500000	998.161800000	44375.000	56917.000	Echolocation	0.562	20220826_070000.WAV
253	Spectrogram 1	1	998.150500000	998.161800000	44375.000	56917.000	Echolocation	0.562	20220826_070000.WAV
