Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	detection_confidence	input_file
468	Spectrogram 1	1	606.234500000	606.240300000	47812.000	59268.000	Echolocation	0.59	20220826_070000.WAV
469	Waveform 1	1	606.441500000	606.447800000	46953.000	55499.000	fp	0.545	20220826_070000.WAV
469	Spectrogram 1	1	606.441500000	606.447800000	46953.000	55499.000	fp	0.545	20220826_070000.WAV
470	Waveform 1	1	624.745500000	624.750600000	47812.000	56646.000	fp	0.503	20220826_070000.WAV
470	Spectrogram 1	1	624.745500000	624.750600000	47812.000	56646.000	fp	0.503	20220826_070000.WAV
471	Waveform 1	1	625.583500000	625.588400000	49531.000	61787.000	Echolocation	0.559	20220826_070000.WAV
471	Spectrogram 1	1	625.583500000	625.588400000	49531.000	61787.000	Echolocation	0.559	20220826_070000.WAV
472	Waveform 1	1	626.247500000	626.254700000	48671.000	62834.000	Echolocation	0.615	20220826_070000.WAV
472	Spectrogram 1	1	626.247500000	626.254700000	48671.000	62834.000	Echolocation	0.615	20220826_070000.WAV
473	Waveform 1	1	626.320500000	626.328100000	48671.000	64023.000	Echolocation	0.67	20220826_070000.WAV
473	Spectrogram 1	1	626.320500000	626.328100000	48671.000	64023.000	Echolocation	0.67	20220826_070000.WAV
474	Waveform 1	1	653.625500000	653.634400000	46953.000	59017.000	Echolocation	0.619	20220826_070000.WAV
474	Spectrogram 1	1	653.625500000	653.634400000	46953.000	59017.000	Echolocation	0.619	20220826_070000.WAV
475	Waveform 1	1	653.801500000	653.807500000	46953.000	58972.000	Echolocation	0.555	20220826_070000.WAV
475	Spectrogram 1	1	653.801500000	653.807500000	46953.000	58972.000	Echolocation	0.555	20220826_070000.WAV
476	Waveform 1	1	653.892500000	653.899300000	47812.000	59232.000	Echolocation	0.632	20220826_070000.WAV
476	Spectrogram 1	1	653.892500000	653.899300000	47812.000	59232.000	Echolocation	0.632	20220826_070000.WAV
477	Waveform 1	1	653.988500000	653.994600000	47812.000	58668.000	Echolocation	0.565	20220826_070000.WAV
477	Spectrogram 1	1	653.988500000	653.994600000	47812.000	58668.000	Echolocation	0.565	20220826_070000.WAV
478	Waveform 1	1	654.086500000	654.091200000	46953.000	61229.000	Echolocation	0.616	20220826_070000.WAV
478	Spectrogram 1	1	654.086500000	654.091200000	46953.000	61229.000	Echolocation	0.616	20220826_070000.WAV
479	Waveform 1	1	654.265500000	654.272400000	47812.000	57468.000	Echolocation	0.567	20220826_070000.WAV
479	Spectrogram 1	1	654.265500000	654.272400000	47812.000	57468.000	Echolocation	0.567	20220826_070000.WAV
480	Waveform 1	1	654.347500000	654.353600000	45234.000	61564.000	Echolocation	0.69	20220826_070000.WAV
480	Spectrogram 1	1	654.347500000	654.353600000	45234.000	61564.000	Echolocation	0.69	20220826_070000.WAV
481	Waveform 1	1	654.424500000	654.430400000	47812.000	58614.000	Echolocation	0.536	20220826_070000.WAV
481	Spectrogram 1	1	654.424500000	654.430400000	47812.000	58614.000	Echolocation	0.536	20220826_070000.WAV
482	Waveform 1	1	654.520500000	654.525300000	49531.000	62269.000	Echolocation	0.568	20220826_070000.WAV
482	Spectrogram 1	1	654.520500000	654.525300000	49531.000	62269.000	Echolocation	0.568	20220826_070000.WAV
483	Waveform 1	1	654.701500000	654.706800000	48671.000	57592.000	fp	0.558	20220826_070000.WAV
483	Spectrogram 1	1	654.701500000	654.706800000	48671.000	57592.000	fp	0.558	20220826_070000.WAV
484	Waveform 1	1	671.395500000	671.400900000	47812.000	60657.000	fp	0.599	20220826_070000.WAV
484	Spectrogram 1	1	671.395500000	671.400900000	47812.000	60657.000	fp	0.599	20220826_070000.WAV
485	Waveform 1	1	671.905500000	671.910600000	46093.000	57804.000	Echolocation	0.544	20220826_070000.WAV
485	Spectrogram 1	1	671.905500000	671.910600000	46093.000	57804.000	Echolocation	0.544	20220826_070000.WAV
486	Waveform 1	1	695.711500000	695.728800000	24609.000	28298.000	Echolocation	0.538	20220826_070000.WAV
486	Spectrogram 1	1	695.711500000	695.728800000	24609.000	28298.000	Echolocation	0.538	20220826_070000.WAV
487	Waveform 1	1	696.376500000	696.397700000	23750.000	28659.000	Echolocation	0.512	20220826_070000.WAV
487	Spectrogram 1	1	696.376500000	696.397700000	23750.000	28659.000	Echolocation	0.512	20220826_070000.WAV
488	Waveform 1	1	697.485500000	697.502500000	23750.000	27765.000	Echolocation	0.531	20220826_070000.WAV
488	Spectrogram 1	1	697.485500000	697.502500000	23750.000	27765.000	Echolocation	0.531	20220826_070000.WAV
489	Waveform 1	1	700.999500000	701.016600000	23750.000	27098.000	Echolocation	0.523	20220826_070000.WAV
489	Spectrogram 1	1	700.999500000	701.016600000	23750.000	27098.000	Echolocation	0.523	20220826_070000.WAV
490	Waveform 1	1	701.544500000	701.560400000	23750.000	28748.000	Echolocation	0.536	20220826_070000.WAV
490	Spectrogram 1	1	701.544500000	701.560400000	23750.000	28748.000	Echolocation	0.536	20220826_070000.WAV
491	Waveform 1	1	702.107500000	702.121300000	25468.000	28550.000	Echolocation	0.542	20220826_070000.WAV
491	Spectrogram 1	1	702.107500000	702.121300000	25468.000	28550.000	Echolocation	0.542	20220826_070000.WAV
492	Waveform 1	1	702.364500000	702.382000000	23750.000	28056.000	Echolocation	0.559	20220826_070000.WAV
492	Spectrogram 1	1	702.364500000	702.382000000	23750.000	28056.000	Echolocation	0.559	20220826_070000.WAV
493	Waveform 1	1	702.610500000	702.626800000	23750.000	27463.000	Echolocation	0.538	20220826_070000.WAV
493	Spectrogram 1	1	702.610500000	702.626800000	23750.000	27463.000	Echolocation	0.538	20220826_070000.WAV
494	Waveform 1	1	704.017500000	704.035900000	23750.000	28373.000	Echolocation	0.517	20220826_070000.WAV
494	Spectrogram 1	1	704.017500000	704.035900000	23750.000	28373.000	Echolocation	0.517	20220826_070000.WAV
495	Waveform 1	1	705.115500000	705.130200000	24609.000	30575.000	Echolocation	0.594	20220826_070000.WAV
495	Spectrogram 1	1	705.115500000	705.130200000	24609.000	30575.000	Echolocation	0.594	20220826_070000.WAV
496	Waveform 1	1	706.440500000	706.457100000	24609.000	28871.000	Echolocation	0.5	20220826_070000.WAV
496	Spectrogram 1	1	706.440500000	706.457100000	24609.000	28871.000	Echolocation	0.5	20220826_070000.WAV
497	Waveform 1	1	708.034500000	708.050300000	24609.000	28584.000	Echolocation	0.561	20220826_070000.WAV
497	Spectrogram 1	1	708.034500000	708.050300000	24609.000	28584.000	Echolocation	0.561	20220826_070000.WAV
498	Waveform 1	1	718.245500000	718.257800000	26328.000	31289.000	Echolocation	0.677	20220826_070000.WAV
498	Spectrogram 1	1	718.245500000	718.257800000	26328.000	31289.000	Echolocation	0.677	20220826_070000.WAV
499	Waveform 1	1	718.510500000	718.522700000	26328.000	30473.000	Echolocation	0.616	20220826_070000.WAV
499	Spectrogram 1	1	718.510500000	718.522700000	26328.000	30473.000	Echolocation	0.616	20220826_070000.WAV
500	Waveform 1	1	718.782500000	718.794600000	27187.000	30865.000	Echolocation	0.603	20220826_070000.WAV
500	Spectrogram 1	1	718.782500000	718.794600000	27187.000	30865.000	Echolocation	0.603	20220826_070000.WAV
501	Waveform 1	1	719.033500000	719.046100000	26328.000	31619.000	Echolocation	0.616	20220826_070000.WAV
501	Spectrogram 1	1	719.033500000	719.046100000	26328.000	31619.000	Echolocation	0.616	20220826_070000.WAV
502	Waveform 1	1	719.293500000	719.305600000	26328.000	31912.000	Echolocation	0.675	20220826_070000.WAV
502	Spectrogram 1	1	719.293500000	719.305600000	26328.000	31912.000	Echolocation	0.675	20220826_070000.WAV
503	Waveform 1	1	719.542500000	719.556100000	26328.000	30304.000	Echolocation	0.665	20220826_070000.WAV
503	Spectrogram 1	1	719.542500000	719.556100000	26328.000	30304.000	Echolocation	0.665	20220826_070000.WAV
504	Waveform 1	1	719.800500000	719.812700000	26328.000	32002.000	Echolocation	0.678	20220826_070000.WAV
504	Spectrogram 1	1	719.800500000	719.812700000	26328.000	32002.000	Echolocation	0.678	20220826_070000.WAV
505	Waveform 1	1	719.911500000	719.921800000	27187.000	33163.000	Echolocation	0.731	20220826_070000.WAV
505	Spectrogram 1	1	719.911500000	719.921800000	27187.000	33163.000	Echolocation	0.731	20220826_070000.WAV
506	Waveform 1	1	720.008500000	720.018900000	26328.000	32386.000	fp	0.522	20220826_070000.WAV
506	Spectrogram 1	1	720.008500000	720.018900000	26328.000	32386.000	fp	0.522	20220826_070000.WAV
507	Waveform 1	1	721.231500000	721.244700000	26328.000	31393.000	Echolocation	0.593	20220826_070000.WAV
507	Spectrogram 1	1	721.231500000	721.244700000	26328.000	31393.000	Echolocation	0.593	20220826_070000.WAV
508	Waveform 1	1	721.452500000	721.468200000	25468.000	30002.000	Echolocation	0.603	20220826_070000.WAV
508	Spectrogram 1	1	721.452500000	721.468200000	25468.000	30002.000	Echolocation	0.603	20220826_070000.WAV
509	Waveform 1	1	721.696500000	721.711600000	26328.000	30121.000	Echolocation	0.571	20220826_070000.WAV
509	Spectrogram 1	1	721.696500000	721.711600000	26328.000	30121.000	Echolocation	0.571	20220826_070000.WAV
510	Waveform 1	1	722.125500000	722.139000000	26328.000	31942.000	Echolocation	0.648	20220826_070000.WAV
510	Spectrogram 1	1	722.125500000	722.139000000	26328.000	31942.000	Echolocation	0.648	20220826_070000.WAV
511	Waveform 1	1	722.380500000	722.394900000	25468.000	31105.000	Echolocation	0.573	20220826_070000.WAV
511	Spectrogram 1	1	722.380500000	722.394900000	25468.000	31105.000	Echolocation	0.573	20220826_070000.WAV
512	Waveform 1	1	722.649500000	722.662800000	26328.000	31477.000	Echolocation	0.644	20220826_070000.WAV
512	Spectrogram 1	1	722.649500000	722.662800000	26328.000	31477.000	Echolocation	0.644	20220826_070000.WAV
513	Waveform 1	1	722.806500000	722.819800000	26328.000	30802.000	Echolocation	0.593	20220826_070000.WAV
513	Spectrogram 1	1	722.806500000	722.819800000	26328.000	30802.000	Echolocation	0.593	20220826_070000.WAV
514	Waveform 1	1	723.055500000	723.068600000	26328.000	30998.000	Echolocation	0.621	20220826_070000.WAV
514	Spectrogram 1	1	723.055500000	723.068600000	26328.000	30998.000	Echolocation	0.621	20220826_070000.WAV
515	Waveform 1	1	723.198500000	723.211500000	26328.000	30668.000	Echolocation	0.641	20220826_070000.WAV
515	Spectrogram 1	1	723.198500000	723.211500000	26328.000	30668.000	Echolocation	0.641	20220826_070000.WAV
516	Waveform 1	1	723.346500000	723.357400000	26328.000	32367.000	Echolocation	0.677	20220826_070000.WAV
516	Spectrogram 1	1	723.346500000	723.357400000	26328.000	32367.000	Echolocation	0.677	20220826_070000.WAV
517	Waveform 1	1	723.605500000	723.619400000	26328.000	31227.000	Echolocation	0.537	20220826_070000.WAV
517	Spectrogram 1	1	723.605500000	723.619400000	26328.000	31227.000	Echolocation	0.537	20220826_070000.WAV
518	Waveform 1	1	723.766500000	723.779100000	25468.000	31624.000	Echolocation	0.513	20220826_070000.WAV
518	Spectrogram 1	1	723.766500000	723.779100000	25468.000	31624.000	Echolocation	0.513	20220826_070000.WAV
519	Waveform 1	1	724.022500000	724.036700000	25468.000	30481.000	Echolocation	0.534	20220826_070000.WAV
519	Spectrogram 1	1	724.022500000	724.036700000	25468.000	30481.000	Echolocation	0.534	20220826_070000.WAV
520	Waveform 1	1	724.973500000	724.989400000	25468.000	30685.000	Echolocation	0.554	20220826_070000.WAV
520	Spectrogram 1	1	724.973500000	724.989400000	25468.000	30685.000	Echolocation	0.554	20220826_070000.WAV
521	Waveform 1	1	726.552500000	726.567600000	25468.000	30058.000	Echolocation	0.561	20220826_070000.WAV
521	Spectrogram 1	1	726.552500000	726.567600000	25468.000	30058.000	Echolocation	0.561	20220826_070000.WAV
522	Waveform 1	1	726.823500000	726.838700000	25468.000	31886.000	Echolocation	0.589	20220826_070000.WAV
522	Spectrogram 1	1	726.823500000	726.838700000	25468.000	31886.000	Echolocation	0.589	20220826_070000.WAV
523	Waveform 1	1	727.504500000	727.519500000	25468.000	30484.000	Echolocation	0.607	20220826_070000.WAV
523	Spectrogram 1	1	727.504500000	727.519500000	25468.000	30484.000	Echolocation	0.607	20220826_070000.WAV
524	Waveform 1	1	727.746500000	727.761000000	25468.000	30068.000	Echolocation	0.504	20220826_070000.WAV
524	Spectrogram 1	1	727.746500000	727.761000000	25468.000	30068.000	Echolocation	0.504	20220826_070000.WAV
525	Waveform 1	1	745.461500000	745.467000000	47812.000	56004.000	fp	0.537	20220826_070000.WAV
525	Spectrogram 1	1	745.461500000	745.467000000	47812.000	56004.000	fp	0.537	20220826_070000.WAV
526	Waveform 1	1	745.788500000	745.794100000	46953.000	55546.000	Echolocation	0.503	20220826_070000.WAV
526	Spectrogram 1	1	745.788500000	745.794100000	46953.000	55546.000	Echolocation	0.503	20220826_070000.WAV
527	Waveform 1	1	746.159500000	746.166400000	48671.000	57406.000	Echolocation	0.597	20220826_070000.WAV
527	Spectrogram 1	1	746.159500000	746.166400000	48671.000	57406.000	Echolocation	0.597	20220826_070000.WAV
528	Waveform 1	1	746.255500000	746.260100000	48671.000	62296.000	Echolocation	0.581	20220826_070000.WAV
528	Spectrogram 1	1	746.255500000	746.260100000	48671.000	62296.000	Echolocation	0.581	20220826_070000.WAV
529	Waveform 1	1	746.739500000	746.744800000	46953.000	68504.000	Echolocation	0.653	20220826_070000.WAV
529	Spectrogram 1	1	746.739500000	746.744800000	46953.000	68504.000	Echolocation	0.653	20220826_070000.WAV
530	Waveform 1	1	746.886500000	746.891400000	49531.000	65162.000	Echolocation	0.539	20220826_070000.WAV
530	Spectrogram 1	1	746.886500000	746.891400000	49531.000	65162.000	Echolocation	0.539	20220826_070000.WAV
531	Waveform 1	1	746.955500000	746.961300000	49531.000	65193.000	Echolocation	0.6	20220826_070000.WAV
531	Spectrogram 1	1	746.955500000	746.961300000	49531.000	65193.000	Echolocation	0.6	20220826_070000.WAV
532	Waveform 1	1	758.303500000	758.309600000	46953.000	58962.000	fp	0.514	20220826_070000.WAV
532	Spectrogram 1	1	758.303500000	758.309600000	46953.000	58962.000	fp	0.514	20220826_070000.WAV
533	Waveform 1	1	759.745500000	759.752100000	48671.000	58377.000	Echolocation	0.513	20220826_070000.WAV
533	Spectrogram 1	1	759.745500000	759.752100000	48671.000	58377.000	Echolocation	0.513	20220826_070000.WAV
534	Waveform 1	1	760.912500000	760.918500000	47812.000	56606.000	Echolocation	0.554	20220826_070000.WAV
534	Spectrogram 1	1	760.912500000	760.918500000	47812.000	56606.000	Echolocation	0.554	20220826_070000.WAV
535	Waveform 1	1	774.410500000	774.416500000	48671.000	56258.000	Echolocation	0.526	20220826_070000.WAV
535	Spectrogram 1	1	774.410500000	774.416500000	48671.000	56258.000	Echolocation	0.526	20220826_070000.WAV
536	Waveform 1	1	774.682500000	774.687600000	48671.000	62774.000	Echolocation	0.613	20220826_070000.WAV
536	Spectrogram 1	1	774.682500000	774.687600000	48671.000	62774.000	Echolocation	0.613	20220826_070000.WAV
537	Waveform 1	1	774.757500000	774.763800000	48671.000	59828.000	Echolocation	0.603	20220826_070000.WAV
537	Spectrogram 1	1	774.757500000	774.763800000	48671.000	59828.000	Echolocation	0.603	20220826_070000.WAV
538	Waveform 1	1	774.873500000	774.878800000	48671.000	57156.000	Echolocation	0.566	20220826_070000.WAV
538	Spectrogram 1	1	774.873500000	774.878800000	48671.000	57156.000	Echolocation	0.566	20220826_070000.WAV
539	Waveform 1	1	775.151500000	775.158100000	48671.000	60730.000	Echolocation	0.687	20220826_070000.WAV
539	Spectrogram 1	1	775.151500000	775.158100000	48671.000	60730.000	Echolocation	0.687	20220826_070000.WAV
540	Waveform 1	1	775.235500000	775.240200000	47812.000	63920.000	Echolocation	0.543	20220826_070000.WAV
540	Spectrogram 1	1	775.235500000	775.240200000	47812.000	63920.000	Echolocation	0.543	20220826_070000.WAV
541	Waveform 1	1	775.508500000	775.514300000	48671.000	59081.000	fp	0.531	20220826_070000.WAV
541	Spectrogram 1	1	775.508500000	775.514300000	48671.000	59081.000	fp	0.531	20220826_070000.WAV
542	Waveform 1	1	775.697500000	775.703000000	48671.000	58120.000	fp	0.522	20220826_070000.WAV
542	Spectrogram 1	1	775.697500000	775.703000000	48671.000	58120.000	fp	0.522	20220826_070000.WAV
543	Waveform 1	1	775.966500000	775.972400000	48671.000	57695.000	Echolocation	0.505	20220826_070000.WAV
543	Spectrogram 1	1	775.966500000	775.972400000	48671.000	57695.000	Echolocation	0.505	20220826_070000.WAV
544	Waveform 1	1	784.122500000	784.129200000	48671.000	60372.000	Echolocation	0.583	20220826_070000.WAV
544	Spectrogram 1	1	784.122500000	784.129200000	48671.000	60372.000	Echolocation	0.583	20220826_070000.WAV
545	Waveform 1	1	785.013500000	785.020200000	47812.000	64296.000	Echolocation	0.563	20220826_070000.WAV
545	Spectrogram 1	1	785.013500000	785.020200000	47812.000	64296.000	Echolocation	0.563	20220826_070000.WAV
546	Waveform 1	1	785.682500000	785.687800000	47812.000	58621.000	Echolocation	0.56	20220826_070000.WAV
546	Spectrogram 1	1	785.682500000	785.687800000	47812.000	58621.000	Echolocation	0.56	20220826_070000.WAV
547	Waveform 1	1	802.832500000	802.851300000	24609.000	27346.000	Echolocation	0.584	20220826_070000.WAV
547	Spectrogram 1	1	802.832500000	802.851300000	24609.000	27346.000	Echolocation	0.584	20220826_070000.WAV
548	Waveform 1	1	803.547500000	803.563200000	24609.000	28302.000	Echolocation	0.601	20220826_070000.WAV
548	Spectrogram 1	1	803.547500000	803.563200000	24609.000	28302.000	Echolocation	0.601	20220826_070000.WAV
549	Waveform 1	1	805.970500000	805.991200000	23750.000	27723.000	Echolocation	0.521	20220826_070000.WAV
549	Spectrogram 1	1	805.970500000	805.991200000	23750.000	27723.000	Echolocation	0.521	20220826_070000.WAV
550	Waveform 1	1	806.679500000	806.695100000	23750.000	26464.000	Echolocation	0.517	20220826_070000.WAV
550	Spectrogram 1	1	806.679500000	806.695100000	23750.000	26464.000	Echolocation	0.517	20220826_070000.WAV
551	Waveform 1	1	815.575500000	815.580700000	47812.000	57204.000	Echolocation	0.507	20220826_070000.WAV
551	Spectrogram 1	1	815.575500000	815.580700000	47812.000	57204.000	Echolocation	0.507	20220826_070000.WAV
552	Waveform 1	1	816.199500000	816.204900000	48671.000	59862.000	Echolocation	0.51	20220826_070000.WAV
552	Spectrogram 1	1	816.199500000	816.204900000	48671.000	59862.000	Echolocation	0.51	20220826_070000.WAV
553	Waveform 1	1	816.552500000	816.558500000	48671.000	60139.000	Echolocation	0.594	20220826_070000.WAV
553	Spectrogram 1	1	816.552500000	816.558500000	48671.000	60139.000	Echolocation	0.594	20220826_070000.WAV
554	Waveform 1	1	816.643500000	816.648500000	48671.000	59839.000	fp	0.591	20220826_070000.WAV
554	Spectrogram 1	1	816.643500000	816.648500000	48671.000	59839.000	fp	0.591	20220826_070000.WAV
555	Waveform 1	1	816.767500000	816.774000000	47812.000	62948.000	fp	0.514	20220826_070000.WAV
555	Spectrogram 1	1	816.767500000	816.774000000	47812.000	62948.000	fp	0.514	20220826_070000.WAV
556	Waveform 1	1	816.847500000	816.853300000	47812.000	63464.000	Echolocation	0.561	20220826_070000.WAV
556	Spectrogram 1	1	816.847500000	816.853300000	47812.000	63464.000	Echolocation	0.561	20220826_070000.WAV
557	Waveform 1	1	817.072500000	817.078400000	52968.000	63392.000	Echolocation	0.504	20220826_070000.WAV
557	Spectrogram 1	1	817.072500000	817.078400000	52968.000	63392.000	Echolocation	0.504	20220826_070000.WAV
558	Waveform 1	1	817.218500000	817.224400000	48671.000	65713.000	Echolocation	0.642	20220826_070000.WAV
558	Spectrogram 1	1	817.218500000	817.224400000	48671.000	65713.000	Echolocation	0.642	20220826_070000.WAV
559	Waveform 1	1	817.274500000	817.279400000	48671.000	62961.000	Echolocation	0.514	20220826_070000.WAV
559	Spectrogram 1	1	817.274500000	817.279400000	48671.000	62961.000	Echolocation	0.514	20220826_070000.WAV
560	Waveform 1	1	817.731500000	817.736600000	48671.000	61734.000	Echolocation	0.539	20220826_070000.WAV
560	Spectrogram 1	1	817.731500000	817.736600000	48671.000	61734.000	Echolocation	0.539	20220826_070000.WAV
561	Waveform 1	1	863.298500000	863.305400000	48671.000	60305.000	Echolocation	0.567	20220826_070000.WAV
561	Spectrogram 1	1	863.298500000	863.305400000	48671.000	60305.000	Echolocation	0.567	20220826_070000.WAV
562	Waveform 1	1	863.676500000	863.681400000	47812.000	61439.000	Echolocation	0.519	20220826_070000.WAV
562	Spectrogram 1	1	863.676500000	863.681400000	47812.000	61439.000	Echolocation	0.519	20220826_070000.WAV
563	Waveform 1	1	863.752500000	863.757100000	47812.000	60315.000	Echolocation	0.521	20220826_070000.WAV
563	Spectrogram 1	1	863.752500000	863.757100000	47812.000	60315.000	Echolocation	0.521	20220826_070000.WAV
564	Waveform 1	1	905.235500000	905.239800000	49531.000	58585.000	Echolocation	0.522	20220826_070000.WAV
564	Spectrogram 1	1	905.235500000	905.239800000	49531.000	58585.000	Echolocation	0.522	20220826_070000.WAV
565	Waveform 1	1	905.321500000	905.328600000	48671.000	60491.000	Echolocation	0.596	20220826_070000.WAV
565	Spectrogram 1	1	905.321500000	905.328600000	48671.000	60491.000	Echolocation	0.596	20220826_070000.WAV
566	Waveform 1	1	905.495500000	905.499900000	47812.000	60133.000	Echolocation	0.532	20220826_070000.WAV
566	Spectrogram 1	1	905.495500000	905.499900000	47812.000	60133.000	Echolocation	0.532	20220826_070000.WAV
567	Waveform 1	1	905.673500000	905.680200000	46953.000	58791.000	fp	0.502	20220826_070000.WAV
567	Spectrogram 1	1	905.673500000	905.680200000	46953.000	58791.000	fp	0.502	20220826_070000.WAV
568	Waveform 1	1	962.120500000	962.128800000	48671.000	55092.000	Echolocation	0.504	20220826_070000.WAV
568	Spectrogram 1	1	962.120500000	962.128800000	48671.000	55092.000	Echolocation	0.504	20220826_070000.WAV
569	Waveform 1	1	962.551500000	962.560100000	49531.000	61457.000	Echolocation	0.558	20220826_070000.WAV
569	Spectrogram 1	1	962.551500000	962.560100000	49531.000	61457.000	Echolocation	0.558	20220826_070000.WAV
570	Waveform 1	1	962.725500000	962.733300000	49531.000	62468.000	Echolocation	0.514	20220826_070000.WAV
570	Spectrogram 1	1	962.725500000	962.733300000	49531.000	62468.000	Echolocation	0.514	20220826_070000.WAV
571	Waveform 1	1	962.921500000	962.929700000	48671.000	61950.000	Echolocation	0.555	20220826_070000.WAV
571	Spectrogram 1	1	962.921500000	962.929700000	48671.000	61950.000	Echolocation	0.555	20220826_070000.WAV
572	Waveform 1	1	963.101500000	963.110600000	48671.000	61666.000	Echolocation	0.535	20220826_070000.WAV
572	Spectrogram 1	1	963.101500000	963.110600000	48671.000	61666.000	Echolocation	0.535	20220826_070000.WAV
573	Waveform 1	1	963.196500000	963.206600000	48671.000	60834.000	Echolocation	0.514	20220826_070000.WAV
573	Spectrogram 1	1	963.196500000	963.206600000	48671.000	60834.000	Echolocation	0.514	20220826_070000.WAV
574	Waveform 1	1	963.285500000	963.294500000	47812.000	62203.000	Echolocation	0.558	20220826_070000.WAV
574	Spectrogram 1	1	963.285500000	963.294500000	47812.000	62203.000	Echolocation	0.558	20220826_070000.WAV
575	Waveform 1	1	963.364500000	963.375100000	47812.000	62388.000	Echolocation	0.544	20220826_070000.WAV
575	Spectrogram 1	1	963.364500000	963.375100000	47812.000	62388.000	Echolocation	0.544	20220826_070000.WAV
576	Waveform 1	1	963.537500000	963.546800000	46953.000	64198.000	Echolocation	0.558	20220826_070000.WAV
576	Spectrogram 1	1	963.537500000	963.546800000	46953.000	64198.000	Echolocation	0.558	20220826_070000.WAV
577	Waveform 1	1	963.648500000	963.657800000	48671.000	61028.000	Echolocation	0.531	20220826_070000.WAV
577	Spectrogram 1	1	963.648500000	963.657800000	48671.000	61028.000	Echolocation	0.531	20220826_070000.WAV
578	Waveform 1	1	963.805500000	963.812800000	47812.000	65518.000	Echolocation	0.505	20220826_070000.WAV
578	Spectrogram 1	1	963.805500000	963.812800000	47812.000	65518.000	Echolocation	0.505	20220826_070000.WAV
579	Waveform 1	1	964.149500000	964.160800000	52109.000	64723.000	Echolocation	0.549	20220826_070000.WAV
579	Spectrogram 1	1	964.149500000	964.160800000	52109.000	64723.000	Echolocation	0.549	20220826_070000.WAV
580	Waveform 1	1	964.283500000	964.292100000	47812.000	64523.000	Echolocation	0.575	20220826_070000.WAV
580	Spectrogram 1	1	964.283500000	964.292100000	47812.000	64523.000	Echolocation	0.575	20220826_070000.WAV
581	Waveform 1	1	964.337500000	964.343400000	48671.000	70778.000	Echolocation	0.613	20220826_070000.WAV
581	Spectrogram 1	1	964.337500000	964.343400000	48671.000	70778.000	Echolocation	0.613	20220826_070000.WAV
582	Waveform 1	1	964.394500000	964.399900000	48671.000	64502.000	Echolocation	0.651	20220826_070000.WAV
582	Spectrogram 1	1	964.394500000	964.399900000	48671.000	64502.000	Echolocation	0.651	20220826_070000.WAV
583	Waveform 1	1	964.462500000	964.467100000	50390.000	65573.000	Echolocation	0.64	20220826_070000.WAV
583	Spectrogram 1	1	964.462500000	964.467100000	50390.000	65573.000	Echolocation	0.64	20220826_070000.WAV
584	Waveform 1	1	964.590500000	964.595600000	49531.000	66091.000	Echolocation	0.537	20220826_070000.WAV
584	Spectrogram 1	1	964.590500000	964.595600000	49531.000	66091.000	Echolocation	0.537	20220826_070000.WAV
585	Waveform 1	1	964.868500000	964.873900000	47812.000	66101.000	Echolocation	0.524	20220826_070000.WAV
585	Spectrogram 1	1	964.868500000	964.873900000	47812.000	66101.000	Echolocation	0.524	20220826_070000.WAV
586	Waveform 1	1	964.935500000	964.942100000	48671.000	63186.000	Echolocation	0.55	20220826_070000.WAV
586	Spectrogram 1	1	964.935500000	964.942100000	48671.000	63186.000	Echolocation	0.55	20220826_070000.WAV
587	Waveform 1	1	965.078500000	965.086300000	47812.000	64382.000	Echolocation	0.581	20220826_070000.WAV
587	Spectrogram 1	1	965.078500000	965.086300000	47812.000	64382.000	Echolocation	0.581	20220826_070000.WAV
588	Waveform 1	1	965.166500000	965.174200000	46953.000	65323.000	Echolocation	0.583	20220826_070000.WAV
588	Spectrogram 1	1	965.166500000	965.174200000	46953.000	65323.000	Echolocation	0.583	20220826_070000.WAV
589	Waveform 1	1	965.259500000	965.269500000	48671.000	64597.000	Echolocation	0.518	20220826_070000.WAV
589	Spectrogram 1	1	965.259500000	965.269500000	48671.000	64597.000	Echolocation	0.518	20220826_070000.WAV
590	Waveform 1	1	965.347500000	965.356700000	47812.000	66140.000	Echolocation	0.708	20220826_070000.WAV
590	Spectrogram 1	1	965.347500000	965.356700000	47812.000	66140.000	Echolocation	0.708	20220826_070000.WAV
591	Waveform 1	1	965.437500000	965.445100000	48671.000	61199.000	Echolocation	0.637	20220826_070000.WAV
591	Spectrogram 1	1	965.437500000	965.445100000	48671.000	61199.000	Echolocation	0.637	20220826_070000.WAV
592	Waveform 1	1	965.540500000	965.550100000	48671.000	63756.000	Echolocation	0.628	20220826_070000.WAV
592	Spectrogram 1	1	965.540500000	965.550100000	48671.000	63756.000	Echolocation	0.628	20220826_070000.WAV
593	Waveform 1	1	965.627500000	965.638900000	46953.000	63629.000	Echolocation	0.541	20220826_070000.WAV
593	Spectrogram 1	1	965.627500000	965.638900000	46953.000	63629.000	Echolocation	0.541	20220826_070000.WAV
594	Waveform 1	1	965.724500000	965.733200000	46953.000	69568.000	Echolocation	0.643	20220826_070000.WAV
594	Spectrogram 1	1	965.724500000	965.733200000	46953.000	69568.000	Echolocation	0.643	20220826_070000.WAV
595	Waveform 1	1	965.828500000	965.834600000	47812.000	60895.000	Echolocation	0.601	20220826_070000.WAV
